State,State_Full,City,poverty_rate,Population
CA,California,La Honda CDP,10.7,640.0
CA,California,Lake Almanor Country Club CDP,2.2,507.0
CA,California,Lake Almanor Peninsula CDP,5.8,485.0
CA,California,Lake Almanor West CDP,9.6,239.0
CA,California,Lake Arrowhead CDP,16.2,11333.0
CA,California,Lake California CDP,8.7,2979.0
CA,California,Lake City CDP,87.0,23.0
CA,California,Lake Davis CDP,0.0,26.0
CA,California,Lake Don Pedro CDP,3.8,1054.0
CA,California,Lake Elsinore city,14.6,58003.0
CA,California,Lake Forest city,7.4,79928.0
CA,California,Lakehead CDP,33.3,673.0
CA,California,Lake Hughes CDP,49.1,395.0
CA,California,Lake Isabella CDP,39.2,2966.0
CA,California,Lakeland Village CDP,25.6,11995.0
CA,California,Lake Los Angeles CDP,30.1,12136.0
CA,California,Lake Mathews CDP,12.8,5511.0
CA,California,Lake Nacimiento CDP,3.1,2910.0
CA,California,Lake of the Pines CDP,3.3,3627.0
CA,California,Lake of the Woods CDP,15.0,753.0
CA,California,Lakeport city,17.7,4740.0
CA,California,Lake Riverside CDP,7.2,876.0
CA,California,Lake San Marcos CDP,18.3,4798.0
CA,California,Lake Sherwood CDP,4.8,1769.0
CA,California,Lakeside CDP,11.6,21413.0
CA,California,Lakeview CDP,22.0,2142.0
CA,California,Lake Wildwood CDP,4.7,5375.0
CA,California,Lakewood city,7.9,81173.0
CA,California,La Mesa city,12.4,58858.0
CA,California,La Mirada city,7.5,49182.0
CA,California,Lamont CDP,37.4,15941.0
CA,California,Lanare CDP,62.5,304.0
CA,California,Lancaster city,23.5,159774.0
CA,California,La Palma city,7.3,15842.0
CA,California,La Porte CDP,0.0,0.0
CA,California,La Presa CDP,13.7,36875.0
CA,California,La Puente city,14.5,40496.0
CA,California,La Quinta city,9.6,39301.0
CA,California,La Riviera CDP,21.0,11062.0
CA,California,Larkfield-Wikiup CDP,9.9,9090.0
CA,California,Larkspur city,4.0,12219.0
CA,California,La Selva Beach CDP,5.2,2708.0
CA,California,Las Flores CDP (Orange County),3.8,6339.0
CA,California,Las Flores CDP (Tehama County),5.2,191.0
CA,California,Las Lomas CDP,21.8,2952.0
CA,California,Lathrop city,13.1,19678.0
CA,California,Laton CDP,49.1,1473.0
CA,California,La Verne city,8.2,31920.0
CA,California,La Vina CDP,43.0,409.0
CA,California,Lawndale city,17.8,33231.0
CA,California,Laytonville CDP,34.3,1274.0
CA,California,Lebec CDP,23.3,1187.0
CA,California,Lee Vining CDP,0.0,90.0
CA,California,Leggett CDP,32.4,74.0
CA,California,Le Grand CDP,33.1,1800.0
CA,California,Lemon Cove CDP,15.8,260.0
CA,California,Lemon Grove city,15.1,26225.0
CA,California,Lemon Hill CDP,38.9,13128.0
CA,California,Lemoore city,15.6,24974.0
CA,California,Lemoore Station CDP,15.8,6875.0
CA,California,Lennox CDP,32.3,21850.0
CA,California,Lenwood CDP,44.6,3844.0
CA,California,Leona Valley CDP,6.6,1664.0
CA,California,Lewiston CDP,29.4,1385.0
CA,California,Lexington Hills CDP,3.2,2581.0
CA,California,Likely CDP,0.0,37.0
CA,California,Lincoln city,9.1,45038.0
CA,California,Lincoln Village CDP,8.9,4108.0
CA,California,Linda CDP,32.6,18256.0
CA,California,Lindcove CDP,28.9,494.0
CA,California,Linden CDP,12.3,1845.0
CA,California,Lindsay city,37.9,12980.0
CA,California,Linnell Camp CDP,64.6,875.0
CA,California,Litchfield CDP,6.6,106.0
CA,California,Little Grass Valley CDP,0.0,0.0
CA,California,Little River CDP,52.1,94.0
CA,California,Littlerock CDP,30.1,2228.0
CA,California,Little Valley CDP,50.0,36.0
CA,California,Live Oak CDP,13.4,18038.0
CA,California,Live Oak CDP,13.4,8467.0
CA,California,Live Oak city,21.8,18038.0
CA,California,Live Oak city,21.8,8467.0
CA,California,Livermore city,5.7,85286.0
CA,California,Livingston city,20.8,13611.0
CA,California,Lockeford CDP,20.7,3410.0
CA,California,Lockwood CDP,27.1,446.0
CA,California,Lodi city,17.4,63589.0
CA,California,Lodoga CDP,4.4,159.0
CA,California,Loleta CDP,23.3,570.0
CA,California,Loma Linda city,17.6,23751.0
CA,California,Loma Mar CDP,57.0,149.0
CA,California,Loma Rica CDP,9.7,2584.0
CA,California,Lomita city,14.7,20622.0
CA,California,Lompico CDP,8.9,988.0
CA,California,Lompoc city,21.3,43428.0
CA,California,London CDP,47.2,2056.0
CA,California,Lone Pine CDP,15.6,1923.0
CA,California,Long Barn CDP,70.6,143.0
CA,California,Long Beach city,20.6,470237.0
CA,California,Lookout CDP,0.0,59.0
CA,California,Loomis town,2.4,6648.0
CA,California,Los Alamitos city,11.2,11658.0
CA,California,Los Alamos CDP,26.5,1607.0
CA,California,Los Altos city,2.6,30075.0
CA,California,Los Altos Hills town,5.3,8314.0
CA,California,Los Angeles city,22.1,3900794.0
CA,California,Los Banos city,26.2,36847.0
CA,California,Los Berros CDP,20.0,908.0
CA,California,Los Gatos town,5.6,30398.0
CA,California,Los Molinos CDP,29.2,2149.0
CA,California,Los Olivos CDP,1.3,1007.0
CA,California,Los Osos CDP,9.5,15388.0
CA,California,Los Ranchos CDP,6.0,1687.0
CA,California,Lost Hills CDP,37.2,2126.0
CA,California,Lower Lake CDP,14.8,1639.0
CA,California,Loyalton city,16.3,890.0
CA,California,Loyola CDP,1.6,3539.0
CA,California,Lucas Valley-Marinwood CDP,6.8,6250.0
CA,California,Lucerne CDP,39.0,3162.0
CA,California,Lucerne Valley CDP,22.9,5425.0
CA,California,Lynwood city,25.3,71191.0
CA,California,Lytle Creek CDP,6.4,1111.0
CA,California,Mabie CDP,0.0,47.0
CA,California,McArthur CDP,15.2,283.0
CA,California,McClellan Park CDP,59.6,1098.0
CA,California,McClenney Tract CDP,33.3,6.0
CA,California,McCloud CDP,21.9,1175.0
CA,California,Macdoel CDP,15.2,158.0
CA,California,McFarland city,36.8,13028.0
CA,California,McGee Creek CDP,0.0,149.0
CA,California,McKinleyville CDP,13.9,16291.0
CA,California,McKittrick CDP,6.1,115.0
CA,California,McSwain CDP,8.1,4562.0
CA,California,Madera city,27.6,63053.0
CA,California,Madera Acres CDP,13.3,9747.0
CA,California,Madison CDP,3.6,555.0
CA,California,Mad River CDP,29.9,482.0
CA,California,Magalia CDP,17.9,11306.0
CA,California,Malaga CDP,31.7,862.0
CA,California,Malibu city,10.5,12856.0
CA,California,Mammoth Lakes town,3.8,8104.0
CA,California,Manchester CDP,7.1,226.0
CA,California,Manhattan Beach city,4.0,35603.0
CA,California,Manila CDP,14.5,724.0
CA,California,Manteca city,12.1,72251.0
CA,California,Manton CDP,42.3,423.0
CA,California,March ARB CDP,22.4,1004.0
CA,California,Maricopa city,36.1,1221.0
CA,California,Marina city,15.3,20537.0
CA,California,Marina del Rey CDP,13.0,9289.0
CA,California,Marin City CDP,33.4,3048.0
CA,California,Mariposa CDP,33.3,1580.0
CA,California,Markleeville CDP,10.2,205.0
CA,California,Martell CDP,0.0,234.0
CA,California,Martinez city,6.1,37300.0
CA,California,Marysville city,28.6,12161.0
CA,California,Matheny CDP,36.8,1043.0
CA,California,Mather CDP,6.7,4425.0
CA,California,Maxwell CDP,9.7,1033.0
CA,California,Mayfair CDP,29.9,4200.0
CA,California,Mayflower Village CDP,7.2,5421.0
CA,California,Maywood city,30.1,27739.0
CA,California,Meadowbrook CDP,35.0,3059.0
CA,California,Meadow Valley CDP,31.1,425.0
CA,California,Meadow Vista CDP,5.4,3129.0
CA,California,Mead Valley CDP,33.4,19110.0
CA,California,Mecca CDP,43.1,9472.0
CA,California,Meiners Oaks CDP,17.3,3595.0
CA,California,Mendocino CDP,6.7,701.0
CA,California,Mendota city,46.5,11402.0
CA,California,Menifee city,12.1,83442.0
CA,California,Menlo Park city,7.8,33064.0
CA,California,Mentone CDP,9.9,9844.0
CA,California,Merced city,31.9,81120.0
CA,California,Meridian CDP,16.7,500.0
CA,California,Mesa CDP,4.7,301.0
CA,California,Mesa Verde CDP,23.3,739.0
CA,California,Mesa Vista CDP,20.7,208.0
CA,California,Mettler CDP,21.3,108.0
CA,California,Mexican Colony CDP,83.1,242.0
CA,California,Middletown CDP,18.6,953.0
CA,California,Midpines CDP,8.2,826.0
CA,California,Midway City CDP,22.2,9500.0
CA,California,Milford CDP,0.0,192.0
CA,California,Millbrae city,6.5,22416.0
CA,California,Mill Valley city,3.3,14243.0
CA,California,Millville CDP,10.3,821.0
CA,California,Milpitas city,8.2,71533.0
CA,California,Mineral CDP,10.1,199.0
CA,California,Minkler CDP,17.9,1200.0
CA,California,Mira Monte CDP,13.4,6990.0
CA,California,Miranda CDP,37.1,525.0
CA,California,Mission Canyon CDP,3.6,2520.0
CA,California,Mission Hills CDP,5.8,3679.0
CA,California,Mission Viejo city,5.4,95979.0
CA,California,Mi-Wuk Village CDP,11.2,1191.0
CA,California,Modesto city,20.5,207482.0
CA,California,Mohawk Vista CDP,38.8,85.0
CA,California,Mojave CDP,31.1,4297.0
CA,California,Mokelumne Hill CDP,29.0,719.0
CA,California,Monmouth CDP,4.8,209.0
CA,California,Mono City CDP,0.0,67.0
CA,California,Mono Vista CDP,13.6,2334.0
CA,California,Monrovia city,10.1,37164.0
CA,California,Monson CDP,45.6,237.0
CA,California,Montague city,21.2,1518.0
CA,California,Montalvin Manor CDP,8.1,3164.0
CA,California,Montara CDP,3.6,2903.0
CA,California,Montclair city,16.9,38025.0
CA,California,Montebello city,14.0,63530.0
CA,California,Montecito CDP,7.0,9471.0
CA,California,Monterey city,9.1,28283.0
CA,California,Monterey Park city,17.3,61085.0
CA,California,Monterey Park Tract CDP,86.0,86.0
CA,California,Monte Rio CDP,26.0,1005.0
CA,California,Monte Sereno city,3.4,3508.0
CA,California,Montgomery Creek CDP,3.2,141.0
CA,California,Monument Hills CDP,2.4,1725.0
CA,California,Moorpark city,7.2,35339.0
CA,California,Morada CDP,3.3,4518.0
CA,California,Moraga town,5.0,16787.0
CA,California,Moreno Valley city,19.3,200788.0
CA,California,Morgan Hill city,9.8,40872.0
CA,California,Morongo Valley CDP,15.4,3242.0
CA,California,Morro Bay city,12.9,10471.0
CA,California,Moskowite Corner CDP,13.4,202.0
CA,California,Moss Beach CDP,5.1,3704.0
CA,California,Moss Landing CDP,19.0,153.0
CA,California,Mountain Center CDP,0.0,78.0
CA,California,Mountain Gate CDP,23.4,1156.0
CA,California,Mountain House CDP,5.8,12916.0
CA,California,Mountain Mesa CDP,67.1,710.0
CA,California,Mountain Ranch CDP,18.9,1378.0
CA,California,Mountain View CDP,21.9,77973.0
CA,California,Mountain View CDP,21.9,2295.0
CA,California,Mountain View city,7.8,77973.0
CA,California,Mountain View city,7.8,2295.0
CA,California,Mountain View Acres CDP,22.2,3578.0
CA,California,Mount Hebron CDP,5.1,78.0
CA,California,Mount Hermon CDP,9.2,910.0
CA,California,Mount Laguna CDP,0.0,12.0
CA,California,Mount Shasta city,23.3,3312.0
CA,California,Muir Beach CDP,0.0,275.0
CA,California,Murphys CDP,12.5,2091.0
CA,California,Murrieta city,8.4,107507.0
CA,California,Muscoy CDP,33.5,12417.0
CA,California,Myers Flat CDP,0.0,0.0
CA,California,Myrtletown CDP,9.8,5307.0
CA,California,Napa city,9.5,79113.0
CA,California,National City city,24.5,60043.0
CA,California,Needles city,27.7,4942.0
CA,California,Nevada City city,13.7,3101.0
CA,California,Newark city,7.9,44207.0
CA,California,Newcastle CDP,13.7,1416.0
CA,California,New Cuyama CDP,31.9,665.0
CA,California,Newell CDP,28.7,307.0
CA,California,Newman city,19.8,10667.0
CA,California,New Pine Creek CDP,36.4,59.0
CA,California,Newport Beach city,7.1,86911.0
CA,California,Nicasio CDP,0.0,93.0
CA,California,Nice CDP,27.0,2204.0
CA,California,Nicolaus CDP,5.7,213.0
CA,California,Niland CDP,34.3,836.0
CA,California,Nipinnawasee CDP,16.1,539.0
CA,California,Nipomo CDP,12.0,16727.0
CA,California,Norco city,7.0,26966.0
CA,California,Nord CDP,35.9,181.0
CA,California,Norris Canyon CDP,0.0,1093.0
CA,California,North Auburn CDP,13.6,14496.0
CA,California,North Edwards CDP,34.0,1014.0
CA,California,North El Monte CDP,9.2,4118.0
CA,California,North Fair Oaks CDP,22.4,14793.0
CA,California,North Gate CDP,8.4,534.0
CA,California,North Highlands CDP,27.5,46376.0
CA,California,North Lakeport CDP,17.7,2633.0
CA,California,North Richmond CDP,32.3,3988.0
CA,California,North San Juan CDP,41.4,295.0
CA,California,North Shore CDP,37.7,3804.0
CA,California,North Tustin CDP,3.1,26454.0
CA,California,Norwalk city,14.3,106659.0
CA,California,Novato city,7.7,54133.0
CA,California,Nubieber CDP,31.3,16.0
CA,California,Nuevo CDP,21.4,7738.0
CA,California,Oakdale city,18.6,21543.0
CA,California,Oak Glen CDP,1.1,776.0
CA,California,Oak Hills CDP,9.3,9363.0
CA,California,Oakhurst CDP,19.2,2632.0
CA,California,Oakland city,20.4,408073.0
CA,California,Oakley city,8.2,38243.0
CA,California,Oak Park CDP,5.5,15087.0
CA,California,Oak Shores CDP,0.0,148.0
CA,California,Oak View CDP,8.5,4317.0
CA,California,Oakville CDP,0.0,66.0
CA,California,Oasis CDP,47.1,5182.0
CA,California,Occidental CDP,1.7,1159.0
CA,California,Oceano CDP,20.2,7857.0
CA,California,Oceanside city,14.1,173050.0
CA,California,Ocotillo CDP,48.0,252.0
CA,California,Oildale CDP,29.3,33842.0
CA,California,Ojai city,12.8,7587.0
CA,California,Olancha CDP,0.0,152.0
CA,California,Old Fig Garden CDP,22.5,5493.0
CA,California,Old Station CDP,0.0,109.0
CA,California,Olivehurst CDP,18.8,14293.0
CA,California,Ontario city,18.1,168218.0
CA,California,Onyx CDP,34.4,604.0
CA,California,Orange city,13.2,139761.0
CA,California,Orange Cove city,53.0,9565.0
CA,California,Orangevale CDP,9.2,34836.0
CA,California,Orcutt CDP,6.1,29908.0
CA,California,Orick CDP,30.3,267.0
CA,California,Orinda city,2.2,18703.0
CA,California,Orland city,27.9,7488.0
CA,California,Orosi CDP,26.6,8796.0
CA,California,Oroville city,23.8,16060.0
CA,California,Oroville East CDP,13.0,8136.0
CA,California,Oxnard city,16.6,203495.0
CA,California,Pacheco CDP,12.8,4282.0
CA,California,Pacifica city,6.1,38665.0
CA,California,Pacific Grove city,7.6,15505.0
CA,California,Pajaro CDP,31.9,3230.0
CA,California,Pajaro Dunes CDP,21.6,320.0
CA,California,Pala CDP,25.8,999.0
CA,California,Palermo CDP,24.3,5895.0
CA,California,Palmdale city,21.3,156672.0
CA,California,Palm Desert city,10.8,50565.0
CA,California,Palm Springs city,18.9,46305.0
CA,California,Palo Alto city,5.4,66478.0
CA,California,Palo Cedro CDP,2.2,1543.0
CA,California,Palos Verdes Estates city,3.6,13614.0
CA,California,Palo Verde CDP,0.0,56.0
CA,California,Panorama Heights CDP,0.0,31.0
CA,California,Paradise town,16.0,26289.0
CA,California,Paradise town,16.0,170.0
CA,California,Paradise CDP,6.5,26289.0
CA,California,Paradise CDP,6.5,170.0
CA,California,Paradise Park CDP,0.0,515.0
CA,California,Paramount city,23.1,55023.0
CA,California,Parklawn CDP,20.3,1405.0
CA,California,Parksdale CDP,36.7,3280.0
CA,California,Parkway CDP,29.5,15369.0
CA,California,Parkwood CDP,31.2,2994.0
CA,California,Parlier city,42.3,14870.0
CA,California,Pasadena city,15.3,139899.0
CA,California,Pasatiempo CDP,0.0,1210.0
CA,California,Paskenta CDP,8.3,84.0
CA,California,Patterson city,21.8,20967.0
CA,California,Patterson Tract CDP,18.3,1905.0
CA,California,Patton Village CDP,2.8,575.0
CA,California,Paxton CDP,0.0,0.0
CA,California,Paynes Creek CDP,5.7,70.0
CA,California,Pearsonville CDP,0.0,25.0
CA,California,Penngrove CDP,9.4,2799.0
CA,California,Penn Valley CDP,43.8,1843.0
CA,California,Penryn CDP,7.6,767.0
CA,California,Perris city,25.3,72547.0
CA,California,Pescadero CDP,28.5,1026.0
CA,California,Petaluma city,9.3,59340.0
CA,California,Peters CDP,0.0,440.0
CA,California,Phelan CDP,17.0,13719.0
CA,California,Phillipsville CDP,0.0,71.0
CA,California,Philo CDP,27.8,341.0
CA,California,Phoenix Lake CDP,5.5,4741.0
CA,California,Pico Rivera city,13.7,63839.0
CA,California,Piedmont city,5.2,11099.0
CA,California,Pierpoint CDP,0.0,25.0
CA,California,Pike CDP,39.8,133.0
CA,California,Pine Canyon CDP,9.9,1866.0
CA,California,Pine Flat CDP,24.5,143.0
CA,California,Pine Grove CDP,13.1,1578.0
CA,California,Pine Hills CDP,16.1,3167.0
CA,California,Pine Mountain Club CDP,11.5,1774.0
CA,California,Pine Mountain Lake CDP,10.2,2471.0
CA,California,Pine Valley CDP,9.1,1754.0
CA,California,Pinole city,7.8,18922.0
CA,California,Pi_on Hills CDP,18.2,
CA,California,Pioneer CDP,7.7,1090.0
CA,California,Piru CDP,10.1,2061.0
CA,California,Pismo Beach city,7.1,7890.0
CA,California,Pittsburg city,17.9,66947.0
CA,California,Pixley CDP,50.2,3584.0
CA,California,Placentia city,11.4,52123.0
CA,California,Placerville city,18.5,10471.0
CA,California,Plainview CDP,66.8,1072.0
CA,California,Planada CDP,28.5,4392.0
CA,California,Pleasant Hill city,9.9,34155.0
CA,California,Pleasanton city,4.4,75009.0
CA,California,Pleasure Point CDP,13.9,5952.0
CA,California,Plumas Eureka CDP,3.9,280.0
CA,California,Plumas Lake CDP,4.4,6548.0
CA,California,Plymouth city,16.0,842.0
CA,California,Point Arena city,16.6,391.0
CA,California,Point Reyes Station CDP,24.0,600.0
CA,California,Pollock Pines CDP,15.5,6797.0
CA,California,Pomona city,22.1,151753.0
CA,California,Ponderosa CDP,0.0,87.0
CA,California,Poplar-Cotton Center CDP,55.4,2654.0
CA,California,Port Costa CDP,0.0,311.0
CA,California,Porterville city,30.9,55218.0
CA,California,Port Hueneme city,15.0,22058.0
CA,California,Portola city,21.0,2454.0
CA,California,Portola Valley town,3.7,4515.0
CA,California,Posey CDP,0.0,8.0
CA,California,Poso Park CDP,0.0,6.0
CA,California,Potrero CDP,8.8,819.0
CA,California,Potter Valley CDP,5.0,520.0
CA,California,Poway city,6.0,49484.0
CA,California,Prattville CDP,0.0,10.0
CA,California,Princeton CDP,3.5,198.0
CA,California,Proberta CDP,4.5,247.0
CA,California,Prunedale CDP,9.8,18932.0
CA,California,Quartz Hill CDP,21.8,10619.0
CA,California,Quincy CDP,21.4,1543.0
CA,California,Rackerby CDP,0.0,96.0
CA,California,Rail Road Flat CDP,33.5,349.0
CA,California,Rainbow CDP,12.6,1613.0
CA,California,Raisin City CDP,58.2,234.0
CA,California,Ramona CDP,9.5,21824.0
CA,California,Rancho Calaveras CDP,5.3,6023.0
CA,California,Rancho Cordova city,17.2,68326.0
CA,California,Rancho Cucamonga city,8.8,171858.0
CA,California,Rancho Mirage city,11.0,17770.0
CA,California,Rancho Murieta CDP,3.6,5563.0
CA,California,Rancho Palos Verdes city,4.3,42464.0
CA,California,Rancho San Diego CDP,8.8,22062.0
CA,California,Rancho Santa Fe CDP,11.9,2936.0
CA,California,Rancho Santa Margarita city,4.0,49026.0
CA,California,Rancho Tehama Reserve CDP,43.2,2156.0
CA,California,Randsburg CDP,10.7,140.0
CA,California,Red Bluff city,24.0,14065.0
CA,California,Red Corral CDP,29.9,1713.0
CA,California,Redcrest CDP,0.0,50.0
CA,California,Redding city,18.8,91063.0
CA,California,Redlands city,14.3,70186.0
CA,California,Redondo Beach city,4.7,67695.0
CA,California,Redway CDP,10.0,1031.0
CA,California,Redwood City city,9.4,81342.0
CA,California,Redwood Valley CDP,5.4,2372.0
CA,California,Reedley city,26.7,25092.0
CA,California,Reliez Valley CDP,3.3,3656.0
CA,California,Rialto city,19.7,102018.0
CA,California,Richfield CDP,13.1,214.0
CA,California,Richgrove CDP,49.9,2972.0
CA,California,Richmond city,17.5,107597.0
CA,California,Richvale CDP,0.0,111.0
CA,California,Ridgecrest city,15.4,28489.0
CA,California,Ridgemark CDP,2.3,3499.0
CA,California,Rio Dell city,16.7,3385.0
CA,California,Rio del Mar CDP,4.9,8964.0
CA,California,Rio Linda CDP,18.7,14688.0
CA,California,Rio Oso CDP,9.7,491.0
CA,California,Rio Vista city,11.7,7826.0
CA,California,Ripley CDP,36.9,601.0
CA,California,Ripon city,9.8,14801.0
CA,California,Riverbank city,12.1,23564.0
CA,California,Riverdale CDP,32.2,4081.0
CA,California,Riverdale Park CDP,29.1,1023.0
CA,California,River Pines CDP,0.0,284.0
CA,California,Riverside city,18.8,316335.0
CA,California,Robbins CDP,46.7,334.0
CA,California,Robinson Mill CDP,0.0,0.0
CA,California,Rocklin city,8.6,59727.0
CA,California,Rodeo CDP,13.0,9724.0
CA,California,Rodriguez Camp CDP,83.0,153.0
CA,California,Rohnert Park city,15.2,41651.0
CA,California,Rolling Hills city,2.0,816.0
CA,California,Rolling Hills city,2.0,1820.0
CA,California,Rolling Hills CDP,2.7,816.0
CA,California,Rolling Hills CDP,2.7,1820.0
CA,California,Rolling Hills Estates city,5.4,8188.0
CA,California,Rollingwood CDP,21.5,2847.0
CA,California,Romoland CDP,15.7,1778.0
CA,California,Rosamond CDP,18.7,19540.0
CA,California,Rosedale CDP,5.7,15509.0
CA,California,Rose Hills CDP,11.5,3205.0
CA,California,Roseland CDP,13.4,5594.0
CA,California,Rosemead city,19.3,54615.0
CA,California,Rosemont CDP,17.4,23515.0
CA,California,Roseville city,8.8,126327.0
CA,California,Ross town,5.1,2306.0
CA,California,Rossmoor CDP,2.9,10461.0
CA,California,Rough and Ready CDP,17.0,1581.0
CA,California,Round Mountain CDP,38.1,113.0
CA,California,Round Valley CDP,10.0,485.0
CA,California,Rouse CDP,47.3,1820.0
CA,California,Rowland Heights CDP,11.8,50440.0
CA,California,Running Springs CDP,12.0,4793.0
CA,California,Ruth CDP,12.0,108.0
CA,California,Rutherford CDP,0.0,232.0
CA,California,Sacramento city,22.0,480566.0
CA,California,St. Helena city,11.4,5943.0
CA,California,Salida CDP,8.7,13501.0
CA,California,Salinas city,20.2,155366.0
CA,California,Salmon Creek CDP,0.0,44.0
CA,California,Salton City CDP,26.4,4782.0
CA,California,Salton Sea Beach CDP,67.6,551.0
CA,California,Samoa CDP,34.3,268.0
CA,California,San Andreas CDP,15.8,2706.0
CA,California,San Anselmo town,4.6,12566.0
CA,California,San Antonio Heights CDP,3.8,2963.0
CA,California,San Ardo CDP,28.8,746.0
CA,California,San Bernardino city,33.4,214112.0
CA,California,San Bruno city,6.2,42506.0
CA,California,San Buenaventura (Ventura) city,11.4,108899.0
CA,California,San Carlos city,3.6,29454.0
CA,California,San Clemente city,8.0,65017.0
CA,California,Sand City city,30.8,312.0
CA,California,San Diego city,15.4,1359791.0
CA,California,San Diego Country Estates CDP,4.0,10215.0
CA,California,San Dimas city,6.8,34073.0
CA,California,San Fernando city,18.9,24296.0
CA,California,San Francisco city,13.2,840763.0
CA,California,San Gabriel city,13.8,40198.0
CA,California,Sanger city,23.0,24700.0
CA,California,San Geronimo CDP,10.4,599.0
CA,California,San Jacinto city,20.4,45977.0
CA,California,San Joaquin city,54.2,4008.0
CA,California,San Jose city,11.3,1000860.0
CA,California,San Juan Bautista city,8.9,2250.0
CA,California,San Juan Capistrano city,15.4,35897.0
CA,California,San Leandro city,10.6,88329.0
CA,California,San Lorenzo CDP,8.8,24891.0
CA,California,San Lucas CDP,38.2,384.0
CA,California,San Luis Obispo city,33.4,46337.0
CA,California,San Marcos city,16.0,89578.0
CA,California,San Marino city,5.5,13353.0
CA,California,San Martin CDP,6.7,7170.0
CA,California,San Mateo city,7.6,101335.0
CA,California,San Miguel CDP (Contra Costa County),0.5,3366.0
CA,California,San Miguel CDP (San Luis Obispo County),19.1,2461.0
CA,California,San Pablo city,21.3,29777.0
CA,California,San Pasqual CDP,2.6,2000.0
CA,California,San Rafael city,13.2,58819.0
CA,California,San Ramon city,4.2,74571.0
CA,California,San Simeon CDP,34.5,284.0
CA,California,Santa Ana city,22.1,333268.0
CA,California,Santa Barbara city,13.9,90401.0
CA,California,Santa Clara city,8.4,121374.0
CA,California,Santa Clarita city,9.3,179950.0
CA,California,Santa Cruz city,23.8,62752.0
CA,California,Santa Fe Springs city,12.6,17162.0
CA,California,Santa Margarita CDP,15.2,1582.0
CA,California,Santa Maria city,21.2,102618.0
CA,California,Santa Monica city,11.3,92169.0
CA,California,Santa Nella CDP,58.7,1517.0
CA,California,Santa Paula city,18.0,30246.0
CA,California,Santa Rosa city,12.6,172066.0
CA,California,Santa Rosa Valley CDP,5.4,3550.0
CA,California,Santa Susana CDP,13.4,1071.0
CA,California,Santa Venetia CDP,9.7,5166.0
CA,California,Santa Ynez CDP,8.3,4489.0
CA,California,Santee city,7.8,56255.0
CA,California,Saranap CDP,8.8,5702.0
CA,California,Saratoga city,3.6,30817.0
CA,California,Saticoy CDP,38.7,1251.0
CA,California,Sattley CDP,0.0,40.0
CA,California,Sausalito city,5.6,7094.0
CA,California,Scotia CDP,5.9,814.0
CA,California,Scotts Valley city,4.8,11780.0
CA,California,Seacliff CDP,9.2,3256.0
CA,California,Seal Beach city,8.1,24551.0
CA,California,Sea Ranch CDP,2.2,1068.0
CA,California,Searles Valley CDP,23.9,1614.0
CA,California,Seaside city,18.7,33999.0
CA,California,Sebastopol city,9.8,7583.0
CA,California,Seeley CDP,40.4,1324.0
CA,California,Selma city,24.3,24017.0
CA,California,Sequoia Crest CDP,0.0,27.0
CA,California,Sereno del Mar CDP,26.2,42.0
CA,California,Seville CDP,62.6,545.0
CA,California,Shafter city,21.7,17513.0
CA,California,Shandon CDP,11.9,1227.0
CA,California,Shasta CDP,6.5,1669.0
CA,California,Shasta Lake city,19.7,10146.0
CA,California,Shaver Lake CDP,0.7,742.0
CA,California,Shell Ridge CDP,2.5,1039.0
CA,California,Shelter Cove CDP,46.4,412.0
CA,California,Sheridan CDP,29.2,1567.0
CA,California,Shingle Springs CDP,16.4,4533.0
CA,California,Shingletown CDP,14.1,2432.0
CA,California,Shoshone CDP,0.0,25.0
CA,California,Sierra Brooks CDP,0.0,410.0
CA,California,Sierra City CDP,4.6,218.0
CA,California,Sierra Madre city,5.7,11084.0
CA,California,Sierra Village CDP,4.6,521.0
CA,California,Sierraville CDP,9.1,55.0
CA,California,Signal Hill city,18.1,11332.0
CA,California,Silverado Resort CDP,2.4,893.0
CA,California,Silver City CDP,0.0,0.0
CA,California,Silver Lakes CDP,11.5,5992.0
CA,California,Simi Valley city,6.1,126103.0
CA,California,Sisquoc CDP,9.3,291.0
CA,California,Sky Valley CDP,24.8,2729.0
CA,California,Sleepy Hollow CDP,4.3,2489.0
CA,California,Smartsville CDP,3.7,82.0
CA,California,Smith Corner CDP,23.6,648.0
CA,California,Smith River CDP,27.8,767.0
CA,California,Snelling CDP,10.6,104.0
CA,California,Soda Bay CDP,13.9,1429.0
CA,California,Soda Springs CDP,0.0,59.0
CA,California,Solana Beach city,6.8,13253.0
CA,California,Soledad city,19.7,25826.0
CA,California,Solvang city,11.1,5456.0
CA,California,Sonoma city,10.4,10897.0
CA,California,Sonora city,28.0,4827.0
CA,California,Soquel CDP,12.9,10827.0
CA,California,Soulsbyville CDP,7.4,2071.0
CA,California,South Dos Palos CDP,17.5,2537.0
CA,California,South El Monte city,20.5,20483.0
CA,California,South Gate city,20.0,95350.0
CA,California,South Lake Tahoe city,18.5,21437.0
CA,California,South Monrovia Island CDP,15.5,6768.0
CA,California,South Oroville CDP,41.0,6124.0
CA,California,South Pasadena city,7.8,25999.0
CA,California,South San Francisco city,7.8,66217.0
CA,California,South San Gabriel CDP,13.1,8886.0
CA,California,South San Jose Hills CDP,19.9,21015.0
CA,California,South Taft CDP,19.9,1740.0
CA,California,South Whittier CDP,14.0,59358.0
