State,State_Full,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Population
AL,Alabama,Minor CDP,77.6,20.9,0.3,0.0,1.5,1334.0
AL,Alabama,Mobile city,45.0,50.6,0.3,1.8,2.4,194669.0
AL,Alabama,Monroeville city,42.1,55.7,0.3,0.3,0.8,6265.0
AL,Alabama,Montevallo city,70.2,24.6,0.3,0.6,5.7,6549.0
AL,Alabama,Montgomery city,37.3,56.6,0.2,2.2,3.9,202967.0
AL,Alabama,Moody city,88.2,7.8,0.3,1.4,2.1,12292.0
AL,Alabama,Moores Mill CDP,70.9,22.6,1.1,1.5,2.4,6591.0
AL,Alabama,Mooresville town,94.3,5.7,0.0,0.0,0.0,78.0
AL,Alabama,Morris town,97.7,1.0,0.1,0.3,1.1,1737.0
AL,Alabama,Morrison Crossroads CDP,92.7,2.3,0.0,0.5,5.5,190.0
AL,Alabama,Mosses town,1.5,97.9,0.0,0.0,1.8,1036.0
AL,Alabama,Moulton city,78.2,13.1,4.1,0.4,1.6,3386.0
AL,Alabama,Moundville town,56.2,40.4,0.7,0.7,1.8,2183.0
AL,Alabama,Mountain Brook city,97.2,1.0,0.1,0.9,1.0,20518.0
AL,Alabama,Mount Olive CDP (Coosa County),74.9,23.2,0.5,0.0,0.5,300.0
AL,Alabama,Mount Olive CDP (Jefferson County),97.7,1.0,0.2,0.3,0.5,4100.0
AL,Alabama,Mount Vernon town,23.4,73.6,1.7,0.1,0.7,1482.0
AL,Alabama,Movico CDP,2.6,96.7,0.3,0.0,0.0,170.0
AL,Alabama,Mulga town,81.0,16.9,0.1,0.0,0.6,922.0
AL,Alabama,Munford town,82.4,15.6,0.5,0.0,1.0,1443.0
AL,Alabama,Muscle Shoals city,80.6,15.3,0.3,0.9,2.7,13492.0
AL,Alabama,Myrtlewood town,85.4,13.8,0.0,0.0,3.1,157.0
AL,Alabama,Nanafalia CDP,57.4,40.4,0.0,0.0,0.0,64.0
AL,Alabama,Nances Creek CDP,98.8,0.0,0.5,0.0,0.7,292.0
AL,Alabama,Napier Field town,79.7,16.1,1.7,1.7,2.0,414.0
AL,Alabama,Natural Bridge town,100.0,0.0,0.0,0.0,0.0,43.0
AL,Alabama,Nauvoo town,99.1,0.0,0.0,0.5,2.7,171.0
AL,Alabama,Nectar town,95.7,2.0,0.6,0.6,4.6,281.0
AL,Alabama,Needham town,98.9,0.0,1.1,0.0,0.0,108.0
AL,Alabama,Newbern town,31.7,67.2,0.0,0.0,2.2,160.0
AL,Alabama,New Brockton town,70.1,21.0,5.5,0.5,2.5,1346.0
AL,Alabama,New Hope city,93.7,0.2,2.5,0.3,1.4,2803.0
AL,Alabama,New Market CDP,88.5,6.7,1.4,0.2,4.4,1410.0
AL,Alabama,New Site town,85.8,12.5,0.4,0.0,0.8,767.0
AL,Alabama,Newton town,83.6,13.0,0.7,0.5,1.5,1709.0
AL,Alabama,New Union CDP,95.0,0.2,0.3,0.0,4.2,1088.0
AL,Alabama,Newville town,53.4,40.1,0.0,0.0,8.3,509.0
AL,Alabama,North Courtland town,2.4,96.7,0.0,0.0,0.0,710.0
AL,Alabama,North Johns town,49.7,46.2,4.1,0.0,0.0,179.0
AL,Alabama,Northport city,68.4,26.9,0.3,1.1,4.1,24339.0
AL,Alabama,Notasulga town,65.0,33.3,0.1,0.1,0.8,974.0
AL,Alabama,Oak Grove town,91.3,7.0,0.0,0.8,1.1,564.0
AL,Alabama,Oak Hill town,30.8,69.2,0.0,0.0,0.0,11.0
AL,Alabama,Oakman town,80.9,18.4,0.1,0.0,0.1,659.0
AL,Alabama,Odenville town,94.2,2.3,0.3,0.7,2.1,3663.0
AL,Alabama,Ohatchee town,94.1,3.2,0.6,0.0,0.6,962.0
AL,Alabama,Oneonta city,84.1,6.0,0.5,0.5,15.9,6633.0
AL,Alabama,Onycha town,95.7,0.0,0.0,0.0,0.0,197.0
AL,Alabama,Opelika city,50.6,43.5,0.3,1.7,4.4,28544.0
AL,Alabama,Opp city,80.9,16.7,0.6,0.3,0.9,6665.0
AL,Alabama,Orange Beach city,94.3,0.6,0.7,0.8,2.6,5682.0
AL,Alabama,Orrville town,37.7,62.3,0.0,0.0,0.0,110.0
AL,Alabama,Our Town CDP,85.5,12.8,1.4,0.0,0.5,490.0
AL,Alabama,Owens Cross Roads town,91.5,3.6,1.0,0.3,2.2,1667.0
AL,Alabama,Oxford city,80.5,12.6,0.4,1.1,6.6,21243.0
AL,Alabama,Ozark city,64.8,30.2,0.7,0.9,3.2,14786.0
AL,Alabama,Paint Rock town,92.4,1.0,1.9,0.0,0.0,208.0
AL,Alabama,Panola CDP,2.1,97.9,0.0,0.0,0.0,32.0
AL,Alabama,Parrish town,70.6,26.0,0.5,0.5,0.5,1086.0
AL,Alabama,Pelham city,81.2,7.5,0.3,2.4,14.9,22346.0
AL,Alabama,Pell City city,80.8,15.6,0.3,0.8,2.3,13312.0
AL,Alabama,Pennington town,50.2,49.8,0.0,0.0,0.0,218.0
AL,Alabama,Penton CDP,69.7,24.9,0.0,0.0,4.5,236.0
AL,Alabama,Perdido Beach town,96.2,0.2,0.2,0.2,2.1,599.0
AL,Alabama,Peterman CDP,86.5,9.0,1.1,0.0,0.0,120.0
AL,Alabama,Petrey town,91.4,8.6,0.0,0.0,0.0,42.0
AL,Alabama,Phenix City city,48.7,46.6,0.3,0.7,4.0,36639.0
AL,Alabama,Phil Campbell town,95.2,0.2,0.4,0.0,4.0,1149.0
AL,Alabama,Pickensville town,36.2,63.5,0.3,0.0,0.0,661.0
AL,Alabama,Piedmont city,87.0,10.0,0.5,0.1,1.3,4767.0
AL,Alabama,Pike Road town,68.5,28.7,0.1,1.4,1.3,7178.0
AL,Alabama,Pinckard town,83.8,12.7,0.6,0.5,1.7,460.0
AL,Alabama,Pine Apple town,73.5,24.2,0.8,0.8,0.0,138.0
AL,Alabama,Pine Hill town,45.8,53.2,0.4,0.1,0.7,929.0
AL,Alabama,Pine Level CDP,92.0,4.6,0.2,0.5,1.7,4552.0
AL,Alabama,Pine Ridge town,87.2,1.8,0.0,0.0,20.9,235.0
AL,Alabama,Pinson city,79.0,17.0,0.2,0.4,3.7,7448.0
AL,Alabama,Pisgah town,96.4,0.1,1.5,0.3,0.4,717.0
AL,Alabama,Pleasant Grove city,53.7,44.8,0.3,0.2,0.6,10270.0
AL,Alabama,Pleasant Groves town,95.2,0.0,2.6,0.0,0.5,560.0
AL,Alabama,Point Clear CDP,58.8,39.6,0.0,0.6,0.9,2495.0
AL,Alabama,Pollard town,59.1,27.7,0.7,0.0,21.2,236.0
AL,Alabama,Powell town,92.3,2.3,1.2,0.0,4.3,1037.0
AL,Alabama,Prattville city,78.5,16.7,0.4,1.4,3.1,34706.0
AL,Alabama,Priceville town,93.7,1.9,0.7,1.0,2.2,2943.0
AL,Alabama,Prichard city,12.5,85.8,0.4,0.1,0.8,22439.0
AL,Alabama,Providence town,81.2,13.0,0.0,0.0,3.1,268.0
AL,Alabama,Putnam CDP,23.3,72.5,2.6,0.0,0.0,100.0
AL,Alabama,Ragland town,82.8,15.4,0.1,0.1,0.3,1802.0
AL,Alabama,Rainbow City city,87.4,7.2,0.4,2.6,2.4,9608.0
AL,Alabama,Rainsville city,95.1,0.2,0.9,0.2,3.8,4992.0
AL,Alabama,Ranburne town,99.0,0.0,0.2,0.0,0.2,441.0
AL,Alabama,Ray CDP,65.9,16.3,0.2,1.1,17.4,480.0
AL,Alabama,Red Bay city,92.5,1.2,0.3,0.1,5.1,3143.0
AL,Alabama,Redland CDP,82.6,12.9,0.3,1.7,2.3,4331.0
AL,Alabama,Red Level town,90.8,9.0,0.0,0.0,0.8,364.0
AL,Alabama,Redstone Arsenal CDP,69.1,20.8,1.2,1.7,10.7,1657.0
AL,Alabama,Reece City town,93.4,2.0,1.1,0.9,0.8,793.0
AL,Alabama,Reeltown CDP,82.4,15.1,0.1,0.1,2.7,425.0
AL,Alabama,Reform town,50.6,48.2,0.1,0.0,0.9,2012.0
AL,Alabama,Rehobeth town,95.9,1.5,0.8,0.2,2.5,1602.0
AL,Alabama,Repton town,53.9,43.6,0.0,0.0,0.4,130.0
AL,Alabama,Ridgeville town,32.1,58.9,0.0,1.8,6.3,117.0
AL,Alabama,River Falls town,60.8,35.0,0.8,0.0,1.5,721.0
AL,Alabama,Riverside town,87.5,10.6,0.2,0.7,1.1,2296.0
AL,Alabama,Riverview town,99.5,0.0,0.0,0.0,1.6,138.0
AL,Alabama,Roanoke city,57.6,40.5,0.2,0.6,1.2,6013.0
AL,Alabama,Robertsdale city,85.3,5.4,0.8,0.5,9.2,5656.0
AL,Alabama,Rock Creek CDP,97.5,0.8,0.7,0.1,0.0,1336.0
AL,Alabama,Rockford town,62.5,37.5,0.0,0.0,1.3,620.0
AL,Alabama,Rock Mills CDP,97.3,1.5,0.0,0.0,1.8,648.0
AL,Alabama,Rockville CDP,97.7,2.3,0.0,0.0,2.3,34.0
AL,Alabama,Rogersville town,91.2,6.1,1.0,0.6,1.7,1099.0
AL,Alabama,Rosa town,95.6,0.3,0.0,0.0,4.4,385.0
AL,Alabama,Russellville city,68.5,9.2,0.8,0.3,26.0,9824.0
AL,Alabama,Rutledge town,73.7,22.9,0.0,1.1,2.1,342.0
AL,Alabama,St. Florian town,97.1,2.4,0.0,0.0,0.2,418.0
AL,Alabama,St. Stephens CDP,63.0,36.0,0.0,0.4,0.6,580.0
AL,Alabama,Saks CDP,75.7,19.4,0.4,0.8,3.4,10826.0
AL,Alabama,Samson city,73.3,17.9,1.1,0.4,8.3,2103.0
AL,Alabama,Sand Rock town,97.5,0.0,0.7,0.0,2.9,590.0
AL,Alabama,Sanford town,97.1,0.4,0.4,0.0,1.2,212.0
AL,Alabama,Saraland city,83.7,12.0,0.8,0.6,2.5,13715.0
AL,Alabama,Sardis City town,98.2,0.4,0.1,0.4,0.7,1654.0
AL,Alabama,Satsuma city,88.7,7.9,1.2,0.6,1.1,6152.0
AL,Alabama,Scottsboro city,89.8,4.6,0.8,0.8,3.5,14775.0
AL,Alabama,Section town,95.5,0.0,1.6,0.6,0.9,811.0
AL,Alabama,Selma city,18.0,80.3,0.2,0.6,0.6,19987.0
AL,Alabama,Selmont-West Selmont CDP,4.5,93.9,0.1,0.0,1.5,2574.0
AL,Alabama,Sheffield city,69.7,26.8,0.3,0.3,2.3,9074.0
AL,Alabama,Shelby CDP,90.4,6.9,0.2,0.2,2.3,1364.0
AL,Alabama,Shiloh town,95.3,1.5,2.9,0.0,0.7,350.0
AL,Alabama,Shoal Creek CDP,92.4,4.8,0.1,2.2,1.4,1481.0
AL,Alabama,Shorter town,18.8,79.5,0.0,0.6,1.1,436.0
AL,Alabama,Silas town,71.0,29.0,0.0,0.0,0.0,680.0
AL,Alabama,Silverhill town,94.3,1.7,0.1,0.3,5.7,654.0
AL,Alabama,Sims Chapel CDP,71.2,0.0,24.8,0.7,2.0,163.0
AL,Alabama,Sipsey town,64.1,33.2,0.0,0.5,0.9,473.0
AL,Alabama,Skyline town,95.3,0.0,2.1,0.0,2.1,1048.0
AL,Alabama,Slocomb city,72.2,22.6,0.8,0.1,4.7,1880.0
AL,Alabama,Smiths Station city,80.3,15.9,0.7,0.5,2.8,5165.0
AL,Alabama,Smoke Rise CDP,98.0,0.5,0.5,0.1,0.7,2443.0
AL,Alabama,Snead town,96.8,0.1,0.5,0.1,1.8,765.0
AL,Alabama,Somerville town,94.1,3.3,1.1,0.0,0.1,691.0
AL,Alabama,Southside city,96.5,1.5,0.2,0.7,1.3,8514.0
AL,Alabama,South Vinemont town,83.2,0.1,1.2,2.0,23.6,545.0
AL,Alabama,Spanish Fort city,91.0,4.8,0.6,1.4,2.4,7578.0
AL,Alabama,Spring Garden CDP,96.2,2.1,0.0,0.0,0.0,179.0
AL,Alabama,Springville city,93.6,4.7,0.3,0.4,0.7,4174.0
AL,Alabama,Spruce Pine CDP,97.3,0.0,0.0,0.0,5.9,146.0
AL,Alabama,Standing Rock CDP,98.2,0.6,0.0,0.0,1.2,48.0
AL,Alabama,Steele town,94.6,0.4,0.4,0.0,5.1,945.0
AL,Alabama,Sterrett CDP,94.7,3.9,0.0,0.0,0.7,575.0
AL,Alabama,Stevenson city,73.8,17.4,1.1,0.4,3.9,2194.0
AL,Alabama,Stewartville CDP,95.0,3.5,0.7,0.0,0.4,1956.0
AL,Alabama,Sulligent city,78.3,19.3,0.1,0.0,0.8,1956.0
AL,Alabama,Sumiton city,93.2,4.0,0.4,0.2,0.8,2689.0
AL,Alabama,Summerdale town,86.4,5.8,1.4,0.1,5.1,986.0
AL,Alabama,Susan Moore town,89.5,0.0,0.5,0.4,9.6,731.0
AL,Alabama,Sweet Water town,91.1,7.8,0.0,0.0,1.2,304.0
AL,Alabama,Sylacauga city,66.6,30.2,0.4,0.5,2.3,12749.0
AL,Alabama,Sylvania town,86.7,0.2,0.8,0.2,11.2,2119.0
AL,Alabama,Sylvan Springs town,97.3,1.4,0.5,0.0,0.5,1729.0
AL,Alabama,Talladega city,47.7,48.7,0.3,0.5,3.4,15931.0
AL,Alabama,Talladega Springs town,89.8,7.8,0.0,0.0,0.0,224.0
AL,Alabama,Tallassee city,72.4,23.4,0.4,0.6,3.0,5380.0
AL,Alabama,Tarrant city,39.0,52.3,0.8,0.3,9.0,6278.0
AL,Alabama,Taylor town,87.5,7.2,0.8,0.1,5.2,2880.0
AL,Alabama,Theodore CDP,79.7,13.3,1.1,2.4,3.2,5942.0
AL,Alabama,Thomaston town,44.1,53.2,1.4,0.5,0.2,268.0
AL,Alabama,Thomasville city,46.8,51.3,0.2,0.7,1.3,4099.0
AL,Alabama,Thorsby town,89.7,5.7,0.1,0.6,5.7,2140.0
AL,Alabama,Tibbie CDP,87.8,0.0,7.3,0.0,4.9,24.0
AL,Alabama,Tidmore Bend CDP,93.4,4.2,0.7,0.2,1.0,1170.0
AL,Alabama,Tillmans Corner CDP,82.2,11.4,0.6,2.1,3.8,19065.0
AL,Alabama,Town Creek town,52.4,36.0,2.1,0.1,6.5,998.0
AL,Alabama,Toxey town,68.6,31.4,0.0,0.0,1.5,182.0
AL,Alabama,Trafford town,92.7,6.2,0.2,0.0,0.9,601.0
AL,Alabama,Triana town,21.4,74.4,0.4,0.0,3.8,578.0
AL,Alabama,Trinity town,88.6,6.7,1.1,0.2,3.3,2239.0
AL,Alabama,Troy city,55.0,39.0,0.4,3.4,2.0,18696.0
AL,Alabama,Trussville city,90.3,6.6,0.2,1.6,1.3,20351.0
AL,Alabama,Tuscaloosa city,53.8,41.5,0.2,1.8,3.0,94865.0
AL,Alabama,Tuscumbia city,75.9,21.2,0.4,0.3,1.4,8537.0
AL,Alabama,Tuskegee city,1.9,95.8,0.1,0.5,1.3,9218.0
AL,Alabama,Twin town,98.0,0.0,0.0,0.0,2.8,415.0
AL,Alabama,Underwood-Petersville CDP,91.3,6.2,0.2,0.6,1.0,3425.0
AL,Alabama,Union town,3.4,95.4,0.8,0.0,0.4,269.0
AL,Alabama,Union Grove town,93.5,0.0,0.0,0.0,6.5,81.0
AL,Alabama,Union Springs city,12.9,71.8,0.2,0.4,17.0,3915.0
AL,Alabama,Uniontown town,9.1,90.6,0.0,0.0,0.5,2841.0
AL,Alabama,Uriah CDP,70.1,20.7,4.1,0.3,2.0,278.0
AL,Alabama,Valley city,64.0,33.0,0.1,1.2,1.7,9444.0
AL,Alabama,Valley Grande city,75.2,23.0,0.4,0.4,0.5,3912.0
AL,Alabama,Valley Head town,91.9,1.8,0.9,0.2,3.0,587.0
AL,Alabama,Vance town,88.8,7.2,0.4,0.6,5.6,1302.0
AL,Alabama,Vandiver CDP,97.9,0.7,0.2,0.1,1.4,1020.0
AL,Alabama,Vernon city,79.4,18.1,0.3,0.0,1.7,2202.0
AL,Alabama,Vestavia Hills city,90.4,3.8,0.2,3.8,2.5,34116.0
AL,Alabama,Vina town,94.7,1.1,0.3,0.6,2.2,335.0
AL,Alabama,Vincent town,78.7,19.8,0.4,0.1,0.7,2032.0
AL,Alabama,Vinegar Bend CDP,15.1,79.2,2.6,0.5,0.0,214.0
AL,Alabama,Vredenburgh town,6.7,92.9,0.3,0.0,1.3,154.0
AL,Alabama,Wadley town,57.9,36.2,0.1,0.0,4.4,809.0
AL,Alabama,Waldo town,63.3,36.0,0.0,0.0,0.0,246.0
AL,Alabama,Walnut Grove town,96.6,0.0,0.6,0.1,1.6,910.0
AL,Alabama,Warrior city,83.1,14.2,0.2,0.4,0.8,3191.0
AL,Alabama,Waterloo town,99.0,0.5,0.5,0.0,0.0,143.0
AL,Alabama,Waverly town,87.6,11.7,0.0,0.0,2.8,266.0
AL,Alabama,Weaver city,81.4,13.6,0.7,1.1,3.0,3072.0
AL,Alabama,Webb town,74.8,18.7,0.7,0.3,6.2,1287.0
AL,Alabama,Wedowee town,68.4,30.9,0.4,0.1,1.3,714.0
AL,Alabama,Weogufka CDP,99.3,0.0,0.0,0.4,1.1,292.0
AL,Alabama,West Blocton town,85.6,13.2,0.4,0.1,0.1,1359.0
AL,Alabama,West End-Cobb Town CDP,76.1,20.9,0.5,0.2,1.6,3790.0
AL,Alabama,West Jefferson town,96.7,1.2,0.0,0.0,0.3,442.0
AL,Alabama,Westover town,93.6,2.5,0.9,0.5,2.3,1239.0
AL,Alabama,West Point town,95.6,0.0,0.7,0.5,6.0,626.0
AL,Alabama,Wetumpka city,67.9,26.1,0.6,1.1,3.8,7406.0
AL,Alabama,Whatley CDP,72.0,26.7,0.0,0.7,2.0,0.0
AL,Alabama,White Hall town,2.4,95.6,0.2,0.0,0.9,832.0
AL,Alabama,White Plains CDP,96.7,1.7,0.4,0.2,1.4,908.0
AL,Alabama,Whitesboro CDP,96.7,0.7,0.7,0.3,1.1,2139.0
AL,Alabama,Wilsonville town,89.6,7.2,0.4,0.1,2.6,2163.0
AL,Alabama,Wilton town,71.5,22.7,0.0,0.1,4.7,584.0
AL,Alabama,Winfield city,92.9,4.5,0.3,0.3,2.0,4345.0
AL,Alabama,Woodland town,92.9,2.2,0.0,0.0,3.8,222.0
AL,Alabama,Woodstock town,94.3,3.4,0.1,0.1,2.1,1766.0
AL,Alabama,Woodville town,94.0,0.5,2.0,0.3,2.3,763.0
AL,Alabama,Yellow Bluff town,0.5,99.5,0.0,0.0,0.0,186.0
AL,Alabama,York city,13.6,85.6,0.2,0.0,1.0,2652.0
AK,Alaska,Adak city,19.6,4.0,5.5,52.5,8.9,122.0
AK,Alaska,Akhiok city,8.5,1.4,50.7,1.4,11.3,84.0
AK,Alaska,Akiachak CDP,3.5,0.2,95.1,0.2,0.2,562.0
AK,Alaska,Akiak city,5.2,0.0,92.8,0.0,0.3,399.0
AK,Alaska,Akutan city,23.3,17.9,5.5,43.3,20.8,899.0
AK,Alaska,Alakanuk city,2.1,0.0,95.0,0.4,0.0,777.0
AK,Alaska,Alatna CDP,2.7,0.0,97.3,0.0,0.0,1.0
AK,Alaska,Alcan Border CDP,90.9,0.0,0.0,0.0,9.1,51.0
AK,Alaska,Aleknagik city,15.1,0.0,75.8,0.0,0.0,199.0
AK,Alaska,Aleneva CDP,100.0,0.0,0.0,0.0,0.0,59.0
AK,Alaska,Allakaket city,1.0,0.0,95.2,0.0,0.0,77.0
AK,Alaska,Ambler city,11.2,0.4,84.5,0.0,0.0,280.0
AK,Alaska,Anaktuvuk Pass city,7.1,0.3,83.3,0.0,2.2,247.0
AK,Alaska,Anchorage municipality,66.0,5.6,7.9,8.1,7.6,299107.0
AK,Alaska,Anchor Point CDP,90.2,0.3,3.8,0.9,2.2,1951.0
AK,Alaska,Anderson city,87.8,1.6,2.8,0.8,3.7,201.0
AK,Alaska,Angoon city,10.5,0.9,75.8,0.0,7.8,382.0
AK,Alaska,Aniak city,20.4,0.2,69.5,0.0,1.2,525.0
AK,Alaska,Anvik city,3.5,0.0,92.9,0.0,0.0,87.0
AK,Alaska,Arctic Village CDP,4.6,0.0,88.8,0.0,0.0,138.0
AK,Alaska,Atka city,4.9,0.0,95.1,0.0,0.0,66.0
AK,Alaska,Atmautluak CDP,1.4,0.7,97.8,0.0,0.0,258.0
AK,Alaska,Atqasuk city,6.9,0.0,92.3,0.0,0.0,159.0
AK,Alaska,Attu Station CDP,90.5,0.0,4.8,0.0,19.0,16.0
AK,Alaska,Badger CDP,83.8,2.7,4.9,1.7,4.5,21197.0
AK,Alaska,Barrow city,16.9,1.0,61.2,9.1,3.1,4293.0
AK,Alaska,Bear Creek CDP,80.9,0.6,10.7,1.6,1.8,1824.0
AK,Alaska,Beaver CDP,1.2,0.0,97.6,0.0,4.8,60.0
AK,Alaska,Beluga CDP,90.0,0.0,10.0,0.0,0.0,6.0
AK,Alaska,Bethel city,23.3,0.9,65.0,2.5,2.2,6370.0
AK,Alaska,Bettles city,75.0,8.3,0.0,0.0,0.0,22.0
AK,Alaska,Big Delta CDP,92.6,0.2,2.4,0.3,1.5,539.0
AK,Alaska,Big Lake CDP,86.1,0.2,7.0,0.5,3.1,3815.0
AK,Alaska,Birch Creek CDP,0.0,0.0,100.0,0.0,0.0,1.0
AK,Alaska,Brevig Mission city,4.6,0.5,91.5,0.0,0.5,442.0
AK,Alaska,Buckland city,2.6,0.0,95.4,0.0,0.0,596.0
AK,Alaska,Buffalo Soapstone CDP,84.1,1.6,3.3,0.5,3.2,827.0
AK,Alaska,Butte CDP,90.4,0.3,4.3,0.6,3.1,3854.0
AK,Alaska,Cantwell CDP,77.2,0.5,15.5,0.0,1.4,209.0
AK,Alaska,Central CDP,92.7,0.0,4.2,0.0,1.0,58.0
AK,Alaska,Chalkyitsik CDP,14.5,0.0,85.5,0.0,0.0,101.0
AK,Alaska,Chase CDP,100.0,0.0,0.0,0.0,0.0,23.0
AK,Alaska,Chefornak city,3.3,0.2,95.7,0.0,0.0,516.0
AK,Alaska,Chena Ridge CDP,83.8,1.3,6.2,1.8,3.2,5473.0
AK,Alaska,Chenega CDP,39.5,0.0,52.6,0.0,2.6,66.0
AK,Alaska,Chevak city,2.3,0.0,94.9,0.3,0.1,1082.0
AK,Alaska,Chickaloon CDP,86.4,0.0,6.3,0.7,1.5,284.0
AK,Alaska,Chicken CDP,100.0,0.0,0.0,0.0,14.3,0.0
AK,Alaska,Chignik city,34.1,0.0,57.1,3.3,1.1,70.0
AK,Alaska,Chignik Lagoon CDP,20.5,0.0,62.8,1.3,3.8,73.0
AK,Alaska,Chignik Lake CDP,2.7,0.0,94.5,0.0,0.0,70.0
AK,Alaska,Chiniak CDP,91.5,0.0,4.3,0.0,0.0,23.0
AK,Alaska,Chisana CDP,,,,,,0.0
AK,Alaska,Chistochina CDP,36.6,0.0,53.8,0.0,0.0,59.0
AK,Alaska,Chitina CDP,64.3,0.0,19.8,0.0,2.4,80.0
AK,Alaska,Chuathbaluk city,3.4,1.7,88.1,0.0,2.5,116.0
AK,Alaska,Circle CDP,9.6,0.0,84.6,0.0,1.9,118.0
AK,Alaska,Clam Gulch CDP,85.2,0.0,5.7,0.0,0.6,182.0
AK,Alaska,Clark's Point city,11.3,0.0,88.7,0.0,0.0,56.0
AK,Alaska,Coffman Cove city,94.3,0.0,4.0,0.0,1.1,150.0
AK,Alaska,Cohoe CDP,89.5,0.4,4.5,0.4,2.2,1577.0
AK,Alaska,Cold Bay city,74.1,1.9,12.0,1.9,4.6,46.0
AK,Alaska,Coldfoot CDP,90.0,0.0,10.0,0.0,0.0,10.0
AK,Alaska,College CDP,73.1,3.2,9.5,4.6,5.3,14675.0
AK,Alaska,Cooper Landing CDP,95.5,0.0,1.4,0.7,0.0,457.0
AK,Alaska,Copper Center CDP,45.7,0.0,48.5,0.3,3.0,405.0
AK,Alaska,Cordova city,70.3,0.4,8.8,10.9,4.2,2621.0
AK,Alaska,Covenant Life CDP,91.9,0.0,5.8,1.2,0.0,105.0
AK,Alaska,Craig city,65.0,0.3,20.0,0.7,3.2,1231.0
AK,Alaska,Crooked Creek CDP,7.6,0.0,83.8,0.0,0.0,98.0
AK,Alaska,Crown Point CDP,83.8,4.1,4.1,4.1,5.4,132.0
AK,Alaska,Deering city,9.0,0.0,86.9,0.0,0.0,144.0
AK,Alaska,Delta Junction city,88.1,1.8,3.2,1.1,4.7,1045.0
AK,Alaska,Deltana CDP,92.1,0.9,2.5,0.9,2.4,2311.0
AK,Alaska,Diamond Ridge CDP,91.7,0.2,3.1,1.3,2.1,1140.0
AK,Alaska,Dillingham city,30.7,0.4,55.9,1.3,2.9,2307.0
AK,Alaska,Diomede city,4.3,0.0,92.2,0.0,0.0,43.0
AK,Alaska,Dot Lake CDP,69.2,0.0,23.1,0.0,0.0,0.0
AK,Alaska,Dot Lake Village CDP,8.1,0.0,82.3,0.0,0.0,54.0
AK,Alaska,Dry Creek CDP,100.0,0.0,0.0,0.0,4.3,84.0
AK,Alaska,Eagle city,90.7,0.0,8.1,0.0,0.0,89.0
AK,Alaska,Eagle Village CDP,55.2,1.5,38.8,1.5,0.0,17.0
AK,Alaska,Edna Bay CDP,97.6,2.4,0.0,0.0,0.0,0.0
AK,Alaska,Eek city,2.4,0.0,97.6,0.0,1.0,455.0
AK,Alaska,Egegik city,47.7,0.0,39.4,0.0,1.8,68.0
AK,Alaska,Eielson AFB CDP,80.3,7.8,0.9,2.6,7.9,2630.0
AK,Alaska,Ekwok city,5.2,0.0,90.4,0.0,2.6,78.0
AK,Alaska,Elfin Cove CDP,70.0,0.0,5.0,0.0,0.0,24.0
AK,Alaska,Elim city,7.3,0.0,89.7,0.3,0.3,328.0
AK,Alaska,Emmonak city,3.1,0.0,96.3,0.1,0.1,835.0
AK,Alaska,Ester CDP,84.6,2.1,6.7,1.2,3.3,3008.0
AK,Alaska,Eureka Roadhouse CDP,75.9,0.0,6.9,3.4,6.9,0.0
AK,Alaska,Evansville CDP,46.7,0.0,53.3,0.0,0.0,16.0
AK,Alaska,Excursion Inlet CDP,75.0,0.0,0.0,0.0,8.3,40.0
AK,Alaska,Fairbanks city,66.1,9.0,10.0,3.6,9.0,32193.0
AK,Alaska,False Pass city,20.0,0.0,77.1,2.9,0.0,37.0
AK,Alaska,Farmers Loop CDP,84.0,0.8,6.3,1.8,2.9,4149.0
AK,Alaska,Farm Loop CDP,88.8,0.8,4.2,0.9,1.9,1081.0
AK,Alaska,Ferry CDP,97.0,0.0,0.0,0.0,0.0,6.0
AK,Alaska,Fishhook CDP,87.5,0.6,3.6,1.2,2.8,5323.0
AK,Alaska,Flat CDP,,,,,,0.0
AK,Alaska,Fort Greely CDP,78.3,4.3,1.9,1.5,13.2,391.0
AK,Alaska,Fort Yukon city,7.7,0.5,89.2,0.2,0.3,555.0
AK,Alaska,Four Mile Road CDP,53.5,0.0,30.2,2.3,0.0,10.0
AK,Alaska,Fox CDP,82.0,0.5,7.4,0.7,5.3,558.0
AK,Alaska,Fox River CDP,98.8,0.0,0.0,1.2,0.0,649.0
AK,Alaska,Fritz Creek CDP,89.9,0.5,2.9,0.8,2.6,1910.0
AK,Alaska,Funny River CDP,91.0,0.1,4.6,0.2,1.1,776.0
AK,Alaska,Gakona CDP,79.4,0.0,19.7,0.0,0.9,205.0
AK,Alaska,Galena city,29.4,0.0,63.6,0.6,2.3,554.0
AK,Alaska,Gambell city,3.8,0.0,95.6,0.1,0.4,718.0
AK,Alaska,Game Creek CDP,100.0,0.0,0.0,0.0,0.0,36.0
AK,Alaska,Gateway CDP,85.3,1.0,4.2,1.8,3.7,5610.0
AK,Alaska,Glacier View CDP,94.0,0.0,0.9,0.4,3.0,249.0
AK,Alaska,Glennallen CDP,77.4,0.4,7.7,0.6,1.4,366.0
AK,Alaska,Goldstream CDP,89.0,0.6,3.4,0.7,2.5,3862.0
AK,Alaska,Golovin city,4.5,0.0,92.9,0.0,0.6,132.0
