State,State_Full,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Population
NE,Nebraska,Peru city,91.8,4.3,0.9,0.3,3.4,850.0
NE,Nebraska,Petersburg village,98.8,0.0,0.0,0.0,1.8,321.0
NE,Nebraska,Phillips village,98.6,0.0,0.0,0.0,2.8,301.0
NE,Nebraska,Pickrell village,97.0,0.0,1.0,0.5,2.5,186.0
NE,Nebraska,Pierce city,98.9,0.0,0.3,0.2,1.2,1959.0
NE,Nebraska,Pilger village,95.5,0.0,0.6,0.0,4.3,276.0
NE,Nebraska,Plainview city,98.2,0.3,0.2,0.2,1.3,990.0
NE,Nebraska,Platte Center village,97.0,0.0,0.0,0.3,0.3,338.0
NE,Nebraska,Plattsmouth city,95.3,0.6,0.4,0.2,4.0,6475.0
NE,Nebraska,Pleasant Dale village,93.2,0.0,0.0,0.5,1.0,237.0
NE,Nebraska,Pleasanton village,99.7,0.0,0.0,0.0,1.2,304.0
NE,Nebraska,Plymouth village,99.8,0.0,0.0,0.0,1.0,423.0
NE,Nebraska,Polk village,98.4,0.0,0.3,0.3,2.2,332.0
NE,Nebraska,Ponca city,97.8,0.4,0.2,0.0,1.8,1037.0
NE,Nebraska,Poole CDP,100.0,0.0,0.0,0.0,0.0,53.0
NE,Nebraska,Potter village,96.1,0.0,1.2,0.0,4.5,315.0
NE,Nebraska,Prague village,97.7,0.0,1.7,0.0,0.7,356.0
NE,Nebraska,Preston village,82.1,0.0,14.3,0.0,3.6,26.0
NE,Nebraska,Primrose village,96.7,0.0,0.0,0.0,0.0,78.0
NE,Nebraska,Prosser village,100.0,0.0,0.0,0.0,0.0,109.0
NE,Nebraska,Raeville CDP,100.0,0.0,0.0,0.0,0.0,0.0
NE,Nebraska,Ragan village,100.0,0.0,0.0,0.0,0.0,60.0
NE,Nebraska,Ralston city,89.7,2.6,0.4,0.8,10.0,5997.0
NE,Nebraska,Randolph city,97.4,0.0,0.3,0.2,2.2,786.0
NE,Nebraska,Ravenna city,98.2,0.0,0.2,0.4,2.0,1466.0
NE,Nebraska,Raymond village,95.8,0.6,0.0,1.2,0.0,139.0
NE,Nebraska,Red Cloud city,95.5,0.8,0.3,0.4,4.3,1075.0
NE,Nebraska,Republican City village,100.0,0.0,0.0,0.0,1.3,147.0
NE,Nebraska,Reynolds village,100.0,0.0,0.0,0.0,0.0,70.0
NE,Nebraska,Richfield CDP,95.3,0.0,0.0,0.0,0.0,175.0
NE,Nebraska,Richland village,94.5,1.4,0.0,0.0,5.5,70.0
NE,Nebraska,Rising City village,97.6,0.0,0.0,0.0,3.2,292.0
NE,Nebraska,Riverdale village,97.8,0.0,0.0,0.0,0.5,166.0
NE,Nebraska,Riverton village,96.6,0.0,0.0,0.0,0.0,109.0
NE,Nebraska,Roca village,96.8,0.0,0.0,0.5,0.0,220.0
NE,Nebraska,Rockville village,99.1,0.0,0.0,0.9,0.0,86.0
NE,Nebraska,Rogers village,80.0,0.0,0.0,0.0,31.6,56.0
NE,Nebraska,Rosalie village,75.6,1.9,16.3,0.0,4.4,221.0
NE,Nebraska,Roscoe CDP,95.2,0.0,0.0,0.0,4.8,14.0
NE,Nebraska,Roseland village,100.0,0.0,0.0,0.0,0.0,254.0
NE,Nebraska,Royal village,98.4,0.0,0.0,0.0,1.6,84.0
NE,Nebraska,Rulo village,70.9,0.0,23.8,0.0,0.6,189.0
NE,Nebraska,Rushville city,73.8,0.6,21.9,0.1,6.1,852.0
NE,Nebraska,Ruskin village,94.3,0.0,0.0,0.0,7.3,116.0
NE,Nebraska,St. Edward city,97.6,1.4,0.0,0.1,1.4,778.0
NE,Nebraska,St. Helena village,99.0,0.0,1.0,0.0,0.0,85.0
NE,Nebraska,St. Libory CDP,97.7,0.4,1.5,0.0,0.0,341.0
NE,Nebraska,St. Paul city,98.1,0.3,0.1,0.1,1.4,2313.0
NE,Nebraska,Salem village,99.1,0.0,0.9,0.0,0.0,90.0
NE,Nebraska,Santee village,2.9,0.0,92.5,0.0,7.5,381.0
NE,Nebraska,Sarben CDP,80.6,3.2,0.0,0.0,16.1,16.0
NE,Nebraska,Sargent city,99.0,0.6,0.0,0.2,1.5,598.0
NE,Nebraska,Saronville village,97.9,0.0,0.0,0.0,8.5,83.0
NE,Nebraska,Schuyler city,56.7,1.3,1.7,0.2,65.4,6196.0
NE,Nebraska,Scotia village,98.1,0.3,0.9,0.0,0.6,365.0
NE,Nebraska,Scottsbluff city,83.0,0.8,3.4,0.8,29.1,14955.0
NE,Nebraska,Scribner city,95.7,0.5,0.8,0.7,0.9,942.0
NE,Nebraska,Seneca village,100.0,0.0,0.0,0.0,0.0,50.0
NE,Nebraska,Seward city,96.8,0.6,0.4,0.6,1.9,7109.0
NE,Nebraska,Shelby village,95.9,0.1,0.3,0.1,12.2,766.0
NE,Nebraska,Shelton village,85.6,0.5,0.6,0.0,18.4,1154.0
NE,Nebraska,Shickley village,98.5,0.3,0.0,0.0,0.6,340.0
NE,Nebraska,Sholes village,100.0,0.0,0.0,0.0,0.0,16.0
NE,Nebraska,Shubert village,96.7,0.0,0.0,0.0,2.7,154.0
NE,Nebraska,Sidney city,92.3,0.2,0.8,2.3,7.4,6830.0
NE,Nebraska,Silver Creek village,98.6,0.0,0.3,0.0,3.6,397.0
NE,Nebraska,Smithfield village,94.4,0.0,0.0,1.9,0.0,30.0
NE,Nebraska,Snyder village,99.3,0.0,0.3,0.0,1.3,348.0
NE,Nebraska,South Bend village,97.0,0.0,0.0,0.0,0.0,94.0
NE,Nebraska,South Sioux City city,62.7,4.7,3.0,2.9,45.3,13315.0
NE,Nebraska,Spalding village,96.3,0.6,0.4,0.0,2.7,546.0
NE,Nebraska,Spencer village,95.8,0.2,1.1,1.5,2.9,482.0
NE,Nebraska,Sprague village,97.2,0.0,0.0,0.0,1.4,142.0
NE,Nebraska,Springfield city,95.8,0.7,0.1,0.2,1.8,1423.0
NE,Nebraska,Springview village,100.0,0.0,0.0,0.0,0.4,210.0
NE,Nebraska,Stamford village,97.3,0.0,0.0,0.0,3.8,195.0
NE,Nebraska,Stanton city,95.6,0.7,0.3,0.3,3.4,1650.0
NE,Nebraska,Staplehurst village,98.3,0.4,0.0,0.0,0.8,254.0
NE,Nebraska,Stapleton village,99.3,0.3,0.0,0.3,2.0,298.0
NE,Nebraska,Steele City village,100.0,0.0,0.0,0.0,0.0,74.0
NE,Nebraska,Steinauer village,98.7,0.0,0.0,0.0,0.0,75.0
NE,Nebraska,Stella village,98.7,0.0,0.0,0.7,0.7,190.0
NE,Nebraska,Sterling village,99.8,0.0,0.0,0.0,1.7,470.0
NE,Nebraska,Stockham village,100.0,0.0,0.0,0.0,0.0,46.0
NE,Nebraska,Stockville village,96.0,0.0,0.0,0.0,4.0,10.0
NE,Nebraska,Strang village,100.0,0.0,0.0,0.0,0.0,20.0
NE,Nebraska,Stratton village,95.0,0.0,0.9,0.3,0.9,404.0
NE,Nebraska,Stromsburg city,97.3,0.4,0.2,0.3,1.4,1129.0
NE,Nebraska,Stuart village,99.0,0.2,0.0,0.2,0.7,605.0
NE,Nebraska,Sumner village,94.1,0.0,0.0,0.4,4.7,246.0
NE,Nebraska,Sunol CDP,100.0,0.0,0.0,0.0,0.0,88.0
NE,Nebraska,Superior city,97.0,0.2,0.5,0.3,2.0,1957.0
NE,Nebraska,Surprise village,100.0,0.0,0.0,0.0,0.0,50.0
NE,Nebraska,Sutherland village,97.0,0.0,0.7,0.2,5.0,1446.0
NE,Nebraska,Sutton city,93.1,0.1,1.1,0.3,8.6,1706.0
NE,Nebraska,Swanton village,95.7,0.0,0.0,0.0,2.1,93.0
NE,Nebraska,Syracuse city,98.2,0.5,0.2,0.2,0.9,1933.0
NE,Nebraska,Table Rock village,97.8,1.5,0.0,0.0,1.9,282.0
NE,Nebraska,Talmage village,93.6,1.3,0.0,0.0,7.3,218.0
NE,Nebraska,Tamora CDP,100.0,0.0,0.0,0.0,0.0,78.0
NE,Nebraska,Tarnov village,100.0,0.0,0.0,0.0,0.0,67.0
NE,Nebraska,Taylor village,99.5,0.0,0.0,0.0,0.5,158.0
NE,Nebraska,Tecumseh city,82.5,0.4,0.1,3.2,16.2,1518.0
NE,Nebraska,Tekamah city,96.8,0.5,1.1,0.2,1.8,1830.0
NE,Nebraska,Terrytown city,74.3,0.4,4.3,0.9,42.2,972.0
NE,Nebraska,Thayer village,100.0,0.0,0.0,0.0,0.0,58.0
NE,Nebraska,Thedford village,100.0,0.0,0.0,0.0,0.5,144.0
NE,Nebraska,Thurston village,100.0,0.0,0.0,0.0,0.0,121.0
NE,Nebraska,Tilden city,96.2,0.4,0.2,0.6,2.2,1172.0
NE,Nebraska,Tobias village,96.2,0.0,0.0,0.0,7.5,96.0
NE,Nebraska,Trenton village,98.4,0.4,0.5,0.0,1.6,517.0
NE,Nebraska,Trumbull village,94.6,0.5,0.0,0.0,4.4,229.0
NE,Nebraska,Tryon CDP,95.5,1.3,0.0,0.0,0.6,81.0
NE,Nebraska,Uehling village,97.0,0.0,0.4,0.0,3.0,258.0
NE,Nebraska,Ulysses village,98.8,0.0,0.0,0.0,2.3,249.0
NE,Nebraska,Unadilla village,96.1,0.6,1.0,0.0,0.6,276.0
NE,Nebraska,Union village,96.6,0.0,0.4,0.4,4.7,204.0
NE,Nebraska,Upland village,99.3,0.0,0.0,0.0,1.4,158.0
NE,Nebraska,Utica village,98.0,0.2,0.2,0.9,1.4,779.0
NE,Nebraska,Valentine city,86.3,0.1,9.1,0.5,1.6,2782.0
NE,Nebraska,Valley city,95.3,1.3,0.4,0.5,4.1,2018.0
NE,Nebraska,Valparaiso village,97.7,0.0,0.2,0.4,1.2,708.0
NE,Nebraska,Venango village,93.3,0.0,0.6,0.0,9.8,141.0
NE,Nebraska,Venice CDP,97.3,0.0,0.0,0.0,0.0,55.0
NE,Nebraska,Verdel village,100.0,0.0,0.0,0.0,0.0,25.0
NE,Nebraska,Verdigre village,96.3,0.0,1.9,0.0,0.2,575.0
NE,Nebraska,Verdon village,97.1,0.0,1.2,0.0,2.9,164.0
NE,Nebraska,Virginia village,91.7,0.0,1.7,0.0,0.0,44.0
NE,Nebraska,Waco village,97.0,0.4,0.0,0.0,2.5,294.0
NE,Nebraska,Wahoo city,94.5,0.8,0.3,1.0,3.5,4505.0
NE,Nebraska,Wakefield city,75.6,0.4,0.5,0.5,33.6,1539.0
NE,Nebraska,Wallace village,85.5,0.0,1.1,0.8,17.2,299.0
NE,Nebraska,Walthill village,15.6,0.6,80.9,0.1,3.3,781.0
NE,Nebraska,Walton CDP,96.1,0.7,0.7,1.3,0.3,332.0
NE,Nebraska,Wann CDP,100.0,0.0,0.0,0.0,0.0,164.0
NE,Nebraska,Washington village,98.0,1.3,0.7,0.0,0.0,116.0
NE,Nebraska,Waterbury village,100.0,0.0,0.0,0.0,1.4,59.0
NE,Nebraska,Waterloo village,95.9,0.6,1.2,0.0,6.5,1086.0
NE,Nebraska,Wauneta village,95.7,0.2,0.0,0.2,6.6,699.0
NE,Nebraska,Wausa village,97.6,0.0,0.2,0.5,2.5,718.0
NE,Nebraska,Waverly city,98.2,0.2,0.2,0.3,1.4,3614.0
NE,Nebraska,Wayne city,93.2,2.1,0.5,0.7,4.8,5553.0
NE,Nebraska,Weeping Water city,98.8,0.2,0.1,0.1,0.7,1180.0
NE,Nebraska,Wellfleet village,76.9,1.3,0.0,5.1,10.3,69.0
NE,Nebraska,Western village,94.9,0.0,0.0,1.3,4.7,311.0
NE,Nebraska,Westerville CDP,97.4,0.0,0.0,0.0,5.1,17.0
NE,Nebraska,Weston village,96.0,0.0,0.0,0.0,5.6,334.0
NE,Nebraska,West Point city,87.7,0.3,0.4,0.3,16.8,3346.0
NE,Nebraska,White Clay CDP,20.0,0.0,80.0,0.0,0.0,0.0
NE,Nebraska,Whitney village,88.3,2.6,0.0,0.0,11.7,54.0
NE,Nebraska,Wilber city,90.5,1.8,0.6,1.8,10.8,1716.0
NE,Nebraska,Wilcox village,97.8,0.3,0.3,0.0,1.4,473.0
NE,Nebraska,Willow Island CDP,100.0,0.0,0.0,0.0,11.5,11.0
NE,Nebraska,Wilsonville village,96.8,0.0,1.1,1.1,2.2,94.0
NE,Nebraska,Winnebago village,4.4,0.1,90.6,0.0,4.0,895.0
NE,Nebraska,Winnetoon village,95.6,0.0,4.4,0.0,0.0,60.0
NE,Nebraska,Winside village,96.5,0.5,0.5,0.7,1.2,419.0
NE,Nebraska,Winslow village,99.0,0.0,1.0,0.0,1.0,51.0
NE,Nebraska,Wisner city,97.9,0.1,0.1,0.2,1.4,1313.0
NE,Nebraska,Wolbach village,97.2,1.1,0.0,0.4,1.1,286.0
NE,Nebraska,Wood Lake village,98.4,0.0,1.6,0.0,0.0,44.0
NE,Nebraska,Woodland Hills CDP,100.0,0.0,0.0,0.0,0.0,145.0
NE,Nebraska,Woodland Park CDP,90.2,1.5,0.8,0.0,8.9,1884.0
NE,Nebraska,Wood River city,89.3,0.0,0.1,0.2,17.7,1393.0
NE,Nebraska,Wymore city,95.3,0.1,0.8,0.0,2.4,1483.0
NE,Nebraska,Wynot village,99.4,0.0,0.0,0.0,0.0,179.0
NE,Nebraska,Yankee Hill CDP,94.2,0.0,0.0,2.4,5.1,318.0
NE,Nebraska,York city,94.9,1.0,0.3,0.7,4.4,7908.0
NE,Nebraska,Yutan city,98.0,0.9,0.1,0.1,1.9,1121.0
NV,Nevada,Alamo CDP,93.1,0.2,0.5,0.5,5.6,1095.0
NV,Nevada,Austin CDP,95.8,0.0,0.5,0.5,9.4,93.0
NV,Nevada,Baker CDP,98.5,0.0,1.5,0.0,20.6,30.0
NV,Nevada,Battle Mountain CDP,82.7,0.4,4.1,0.4,24.5,3276.0
NV,Nevada,Beatty CDP,84.6,0.9,1.5,1.0,14.9,1051.0
NV,Nevada,Beaverdam CDP,93.2,0.0,0.0,0.0,0.0,28.0
NV,Nevada,Bennett Springs CDP,99.2,0.0,0.8,0.0,0.8,146.0
NV,Nevada,Blue Diamond CDP,88.6,0.3,0.7,2.1,4.8,344.0
NV,Nevada,Boulder City city,92.3,0.9,0.8,1.1,7.1,15266.0
NV,Nevada,Bunkerville CDP,88.8,0.8,1.2,0.2,27.2,1374.0
NV,Nevada,Caliente city,84.5,3.9,2.4,0.9,8.8,1029.0
NV,Nevada,Cal-Nev-Ari CDP,95.1,0.4,0.4,0.0,4.9,137.0
NV,Nevada,Carlin city,91.8,1.8,1.5,0.6,10.1,2299.0
NV,Nevada,Carson City,81.1,1.9,2.4,2.1,21.3,54482.0
NV,Nevada,Carter Springs CDP,87.3,0.9,5.2,0.0,14.8,555.0
NV,Nevada,Cold Springs CDP,85.0,1.8,1.1,2.0,14.2,8868.0
NV,Nevada,Crescent Valley CDP,90.1,0.0,2.8,1.5,9.9,346.0
NV,Nevada,Crystal Bay CDP,95.7,0.3,0.3,1.6,2.0,239.0
NV,Nevada,Dayton CDP,86.7,0.6,1.4,1.4,16.1,9163.0
NV,Nevada,Denio CDP,91.5,0.0,2.1,0.0,14.9,42.0
NV,Nevada,Double Spring CDP,93.0,0.0,1.9,0.0,1.3,176.0
NV,Nevada,Dry Valley CDP,98.7,0.0,0.0,0.0,7.7,45.0
NV,Nevada,Dyer CDP,83.4,0.0,5.8,0.4,20.8,264.0
NV,Nevada,East Valley CDP,93.6,0.3,0.5,1.0,5.8,1266.0
NV,Nevada,Elko city,78.9,1.0,3.3,1.4,26.4,19709.0
NV,Nevada,Ely city,87.7,0.8,4.2,0.9,14.1,4206.0
NV,Nevada,Empire CDP,79.7,0.9,5.1,0.0,18.9,20.0
NV,Nevada,Enterprise CDP,56.3,8.1,0.6,21.2,17.3,125498.0
NV,Nevada,Eureka CDP,89.5,0.3,2.8,1.1,11.6,487.0
NV,Nevada,Fallon city,78.9,2.8,2.9,4.5,12.8,8442.0
NV,Nevada,Fallon Station CDP,68.5,7.9,0.9,9.8,13.8,799.0
NV,Nevada,Fernley city,84.5,1.0,1.8,2.0,14.4,19185.0
NV,Nevada,Fish Springs CDP,94.1,0.3,0.6,0.9,6.3,909.0
NV,Nevada,Fort McDermitt CDP,0.6,0.3,93.8,0.0,3.8,613.0
NV,Nevada,Gabbs CDP,87.4,0.0,5.6,1.1,4.5,126.0
NV,Nevada,Gardnerville CDP,88.9,0.4,1.5,2.0,14.5,5636.0
NV,Nevada,Gardnerville Ranchos CDP,87.4,0.5,2.8,1.1,12.8,11023.0
NV,Nevada,Genoa CDP,94.4,0.0,0.9,1.3,5.5,1087.0
NV,Nevada,Gerlach CDP,97.6,0.0,1.5,1.0,6.8,194.0
NV,Nevada,Glenbrook CDP,90.2,0.0,1.4,3.3,5.6,123.0
NV,Nevada,Golconda CDP,94.4,0.0,0.5,0.9,8.9,211.0
NV,Nevada,Golden Valley CDP,90.3,1.0,1.8,1.6,8.2,2127.0
NV,Nevada,Goldfield CDP,92.9,0.0,1.9,0.0,7.5,443.0
NV,Nevada,Goodsprings CDP,90.8,0.4,0.4,1.3,3.9,101.0
NV,Nevada,Grass Valley CDP,83.5,0.6,0.8,1.0,19.4,834.0
NV,Nevada,Hawthorne CDP,83.6,5.0,3.2,1.5,9.7,3095.0
NV,Nevada,Henderson city,76.9,5.1,0.7,7.2,14.9,271725.0
NV,Nevada,Hiko CDP,96.6,0.0,0.8,0.0,0.8,131.0
NV,Nevada,Humboldt River Ranch CDP,85.7,0.8,3.4,5.9,3.4,31.0
NV,Nevada,Imlay CDP,97.7,0.6,0.6,0.0,5.3,65.0
NV,Nevada,Incline Village CDP,86.9,0.3,0.3,2.2,17.8,8734.0
NV,Nevada,Indian Hills CDP,86.7,0.6,1.8,2.1,14.5,6193.0
NV,Nevada,Indian Springs CDP,86.2,1.7,1.5,1.8,11.8,1050.0
NV,Nevada,Jackpot CDP,61.2,1.1,0.8,0.3,55.6,1579.0
NV,Nevada,Johnson Lane CDP,93.8,0.3,0.8,1.2,6.5,6441.0
NV,Nevada,Kingsbury CDP,91.0,0.4,0.6,2.0,7.9,1970.0
NV,Nevada,Kingston CDP,97.3,0.0,0.0,1.8,1.8,172.0
NV,Nevada,Lakeridge CDP,97.0,0.3,0.0,1.9,3.0,318.0
NV,Nevada,Lamoille CDP,98.1,0.0,1.0,1.0,0.0,340.0
NV,Nevada,Las Vegas city,62.1,11.1,0.7,6.1,31.5,605097.0
NV,Nevada,Laughlin CDP,85.0,3.1,1.2,2.1,13.7,7622.0
NV,Nevada,Lemmon Valley CDP,88.3,0.4,1.9,0.8,14.0,5073.0
NV,Nevada,Logan Creek CDP,96.2,0.0,0.0,0.0,3.8,39.0
NV,Nevada,Lovelock city,75.8,0.3,7.9,1.4,25.3,2306.0
NV,Nevada,Lund CDP,94.7,0.0,2.1,0.4,3.2,217.0
NV,Nevada,McDermitt CDP,68.0,0.6,24.4,0.0,10.5,155.0
NV,Nevada,McGill CDP,92.2,0.5,1.8,0.3,9.6,1321.0
NV,Nevada,Mesquite city,83.5,1.0,0.9,1.8,23.9,16533.0
NV,Nevada,Mina CDP,96.1,0.0,0.0,0.0,2.6,24.0
NV,Nevada,Minden CDP,91.9,0.3,0.8,1.7,9.2,3180.0
NV,Nevada,Moapa Town CDP,70.9,0.3,3.4,0.5,35.9,1149.0
NV,Nevada,Moapa Valley CDP,91.6,0.2,0.8,0.5,10.4,7099.0
NV,Nevada,Mogul CDP,92.2,0.5,1.2,2.3,5.0,1353.0
NV,Nevada,Montello CDP,98.8,0.0,1.2,0.0,1.2,89.0
NV,Nevada,Mount Charleston CDP,91.6,0.6,1.4,1.1,5.6,373.0
NV,Nevada,Mount Wilson CDP,97.0,0.0,0.0,0.0,6.1,27.0
NV,Nevada,Nellis AFB CDP,60.9,18.3,0.5,3.8,19.1,3554.0
NV,Nevada,Nelson CDP,94.6,0.0,0.0,5.4,0.0,36.0
NV,Nevada,Nixon CDP,2.9,0.5,94.7,0.0,4.0,308.0
NV,Nevada,North Las Vegas city,47.4,19.9,0.8,6.3,38.8,226860.0
NV,Nevada,Oasis CDP,79.3,0.0,0.0,0.0,31.0,0.0
NV,Nevada,Orovada CDP,79.4,0.0,0.6,0.0,32.3,144.0
NV,Nevada,Osino CDP,85.3,0.1,1.3,0.3,19.7,983.0
NV,Nevada,Owyhee CDP,7.1,0.0,90.5,0.2,3.6,1367.0
NV,Nevada,Pahrump CDP,86.1,2.1,1.1,1.4,12.9,34902.0
NV,Nevada,Panaca CDP,96.2,0.1,1.3,0.4,3.0,1257.0
NV,Nevada,Paradise CDP,59.8,8.9,0.8,9.5,31.2,226957.0
NV,Nevada,Paradise Valley CDP,89.0,0.0,1.8,0.0,18.3,158.0
NV,Nevada,Pioche CDP,86.9,7.4,1.3,1.1,7.7,911.0
NV,Nevada,Preston CDP,91.0,0.0,0.0,3.8,9.0,20.0
NV,Nevada,Rachel CDP,94.4,0.0,0.0,3.7,11.1,87.0
NV,Nevada,Reno city,74.2,2.9,1.3,6.3,24.3,234161.0
NV,Nevada,Round Hill Village CDP,90.6,0.0,0.9,4.1,7.6,849.0
NV,Nevada,Ruhenstroth CDP,94.6,0.4,1.1,0.7,6.8,1101.0
NV,Nevada,Ruth CDP,90.0,0.2,4.1,0.0,10.7,391.0
NV,Nevada,Sandy Valley CDP,84.9,0.8,0.9,1.7,15.0,1385.0
NV,Nevada,Schurz CDP,11.6,0.0,83.4,0.0,9.0,824.0
NV,Nevada,Searchlight CDP,94.4,0.0,0.9,0.0,7.1,416.0
NV,Nevada,Silver Peak CDP,92.5,0.0,0.9,0.0,5.6,61.0
NV,Nevada,Silver Springs CDP,89.0,0.3,2.0,0.9,7.4,5351.0
NV,Nevada,Skyland CDP,93.9,0.0,0.0,3.7,3.2,230.0
NV,Nevada,Smith Valley CDP,89.1,0.4,1.4,0.4,12.2,1182.0
NV,Nevada,Spanish Springs CDP,89.3,1.3,1.3,2.1,10.7,15789.0
NV,Nevada,Sparks city,74.5,2.6,1.2,5.9,26.3,93437.0
NV,Nevada,Spring Creek CDP,92.5,0.3,1.6,0.6,7.8,13564.0
NV,Nevada,Spring Valley CDP,57.9,9.8,0.6,17.4,20.6,186632.0
NV,Nevada,Stagecoach CDP,90.8,0.4,2.7,0.7,8.4,1668.0
NV,Nevada,Stateline CDP,77.1,2.4,0.5,5.3,32.9,1160.0
NV,Nevada,Summerlin South CDP,76.2,4.4,0.4,12.8,8.6,25338.0
NV,Nevada,Sunrise Manor CDP,48.9,12.6,0.9,5.7,48.5,191464.0
NV,Nevada,Sun Valley CDP,71.3,1.4,1.8,2.0,36.4,19663.0
NV,Nevada,Sutcliffe CDP,39.9,0.0,56.1,0.4,7.5,194.0
NV,Nevada,Tonopah CDP,89.7,2.9,0.8,0.5,8.7,2360.0
NV,Nevada,Topaz Lake CDP,87.9,0.6,0.6,0.6,10.8,264.0
NV,Nevada,Topaz Ranch Estates CDP,90.1,0.2,1.9,0.9,7.5,1704.0
NV,Nevada,Ursine CDP,100.0,0.0,0.0,0.0,0.0,94.0
NV,Nevada,Valmy CDP,70.3,0.0,18.9,0.0,5.4,8.0
NV,Nevada,Verdi CDP,95.5,0.2,0.4,0.9,4.6,1525.0
NV,Nevada,Virginia City CDP,91.6,0.4,1.8,0.9,5.1,717.0
NV,Nevada,Wadsworth CDP,24.8,0.2,70.7,0.4,9.0,900.0
NV,Nevada,Walker Lake CDP,88.0,1.5,5.1,1.5,2.2,355.0
NV,Nevada,Washoe Valley CDP,93.6,0.5,0.9,0.9,5.1,3348.0
NV,Nevada,Wells city,78.3,0.1,6.8,0.4,20.0,1288.0
NV,Nevada,West Wendover city,60.3,0.6,1.8,1.3,61.7,4422.0
NV,Nevada,Whitney CDP,54.0,10.7,0.8,10.9,36.2,40165.0
NV,Nevada,Winchester CDP,56.0,8.6,1.1,7.0,44.6,28365.0
NV,Nevada,Winnemucca city,78.3,0.6,2.1,0.9,27.4,7810.0
NV,Nevada,Yerington city,80.2,0.6,6.8,0.6,18.8,3021.0
NV,Nevada,Zephyr Cove CDP,92.6,0.2,0.5,3.0,5.0,463.0
NH,New Hampshire,Alton CDP,99.0,0.2,0.0,0.4,0.8,154.0
NH,New Hampshire,Amherst CDP,99.0,0.0,0.0,0.7,0.8,558.0
NH,New Hampshire,Antrim CDP,97.1,0.3,0.4,0.6,1.4,1302.0
NH,New Hampshire,Ashland CDP,96.9,0.2,0.3,0.9,1.3,1412.0
NH,New Hampshire,Bartlett CDP,96.5,0.5,0.0,0.0,1.1,239.0
NH,New Hampshire,Belmont CDP,96.1,0.6,0.1,0.5,1.5,1738.0
NH,New Hampshire,Bennington CDP,95.8,0.3,0.0,1.0,1.8,335.0
NH,New Hampshire,Berlin city,96.5,0.8,0.4,0.3,1.5,9580.0
NH,New Hampshire,Bethlehem CDP,97.8,0.1,0.6,0.2,2.9,916.0
NH,New Hampshire,Blodgett Landing CDP,98.0,0.0,1.0,0.0,2.0,150.0
NH,New Hampshire,Bradford CDP,95.2,0.3,1.4,0.6,2.2,411.0
NH,New Hampshire,Bristol CDP,96.7,0.4,0.1,0.8,1.2,1928.0
NH,New Hampshire,Canaan CDP,94.1,0.0,0.2,3.1,1.5,501.0
NH,New Hampshire,Center Ossipee CDP,96.8,0.4,0.7,1.1,0.5,358.0
NH,New Hampshire,Center Sandwich CDP,97.6,0.0,0.8,0.0,0.0,172.0
NH,New Hampshire,Charlestown CDP,97.7,0.1,0.2,0.4,1.0,1020.0
NH,New Hampshire,Claremont city,95.9,0.6,0.3,0.9,1.3,13076.0
NH,New Hampshire,Colebrook CDP,97.3,0.3,0.1,0.6,1.2,1286.0
NH,New Hampshire,Concord city,91.8,2.2,0.3,3.4,2.1,42537.0
NH,New Hampshire,Contoocook CDP,97.9,0.7,0.2,0.3,1.2,1801.0
NH,New Hampshire,Conway CDP,97.4,0.1,0.7,0.4,0.4,3325.0
NH,New Hampshire,Derry CDP,94.2,1.0,0.3,1.6,3.6,22363.0
NH,New Hampshire,Dover city,90.6,1.7,0.2,4.6,2.2,30534.0
NH,New Hampshire,Durham CDP,93.1,1.0,0.1,3.6,2.3,10640.0
NH,New Hampshire,East Merrimack CDP,93.2,1.3,0.4,1.9,3.5,3774.0
NH,New Hampshire,Enfield CDP,96.4,0.6,0.1,0.5,1.4,1129.0
NH,New Hampshire,Epping CDP,96.7,0.2,0.1,1.0,1.2,1597.0
NH,New Hampshire,Exeter CDP,95.3,0.6,0.1,2.0,1.6,9223.0
NH,New Hampshire,Farmington CDP,96.4,0.4,0.3,0.7,0.9,4203.0
NH,New Hampshire,Franklin city,96.2,0.5,0.5,0.8,1.6,8460.0
NH,New Hampshire,Goffstown CDP,97.5,0.3,0.2,0.6,1.6,3124.0
NH,New Hampshire,Gorham CDP,96.8,0.0,0.2,1.6,0.8,1518.0
NH,New Hampshire,Greenville CDP,97.1,1.0,0.5,0.2,2.4,1178.0
NH,New Hampshire,Groveton CDP,98.9,0.0,0.1,0.2,0.6,1132.0
NH,New Hampshire,Hampton CDP,96.1,0.7,0.1,1.4,1.8,9338.0
NH,New Hampshire,Hampton Beach CDP,95.8,0.4,0.3,0.7,1.6,2068.0
NH,New Hampshire,Hancock CDP,97.1,0.5,0.5,0.0,1.5,199.0
NH,New Hampshire,Hanover CDP,77.5,4.3,1.0,12.4,4.6,8360.0
NH,New Hampshire,Henniker CDP,93.0,2.9,0.3,1.7,2.6,1623.0
NH,New Hampshire,Hillsborough CDP,95.2,0.7,0.3,0.8,1.7,1697.0
NH,New Hampshire,Hinsdale CDP,97.5,0.5,0.1,0.3,1.2,1508.0
NH,New Hampshire,Hooksett CDP,93.9,1.6,0.1,1.8,2.3,3820.0
NH,New Hampshire,Hudson CDP,93.8,1.5,0.1,1.6,3.9,7388.0
NH,New Hampshire,Jaffrey CDP,95.9,0.7,0.2,0.9,2.0,2478.0
