State,State_Full,City,percent_completed_hs,Population
CA,California,Santa Maria city,58.7,102618.0
CA,California,Santa Monica city,95.3,92169.0
CA,California,Santa Nella CDP,58.7,1517.0
CA,California,Santa Paula city,64.3,30246.0
CA,California,Santa Rosa city,85.7,172066.0
CA,California,Santa Rosa Valley CDP,96.3,3550.0
CA,California,Santa Susana CDP,99.2,1071.0
CA,California,Santa Venetia CDP,91.9,5166.0
CA,California,Santa Ynez CDP,94.0,4489.0
CA,California,Santee city,92.9,56255.0
CA,California,Saranap CDP,99.6,5702.0
CA,California,Saratoga city,98.2,30817.0
CA,California,Saticoy CDP,63.9,1251.0
CA,California,Sattley CDP,100.0,40.0
CA,California,Sausalito city,98.8,7094.0
CA,California,Scotia CDP,94.0,814.0
CA,California,Scotts Valley city,96.7,11780.0
CA,California,Seacliff CDP,94.5,3256.0
CA,California,Seal Beach city,94.9,24551.0
CA,California,Sea Ranch CDP,98.3,1068.0
CA,California,Searles Valley CDP,80.2,1614.0
CA,California,Seaside city,75.8,33999.0
CA,California,Sebastopol city,93.8,7583.0
CA,California,Seeley CDP,58.3,1324.0
CA,California,Selma city,62.0,24017.0
CA,California,Sequoia Crest CDP,100.0,27.0
CA,California,Sereno del Mar CDP,100.0,42.0
CA,California,Seville CDP,38.4,545.0
CA,California,Shafter city,57.9,17513.0
CA,California,Shandon CDP,72.3,1227.0
CA,California,Shasta CDP,92.5,1669.0
CA,California,Shasta Lake city,86.9,10146.0
CA,California,Shaver Lake CDP,98.7,742.0
CA,California,Shell Ridge CDP,100.0,1039.0
CA,California,Shelter Cove CDP,100.0,412.0
CA,California,Sheridan CDP,78.5,1567.0
CA,California,Shingle Springs CDP,90.2,4533.0
CA,California,Shingletown CDP,87.8,2432.0
CA,California,Shoshone CDP,100.0,25.0
CA,California,Sierra Brooks CDP,100.0,410.0
CA,California,Sierra City CDP,98.2,218.0
CA,California,Sierra Madre city,98.4,11084.0
CA,California,Sierra Village CDP,91.1,521.0
CA,California,Sierraville CDP,98.1,55.0
CA,California,Signal Hill city,85.9,11332.0
CA,California,Silverado Resort CDP,100.0,893.0
CA,California,Silver City CDP,0.0,0.0
CA,California,Silver Lakes CDP,92.9,5992.0
CA,California,Simi Valley city,90.5,126103.0
CA,California,Sisquoc CDP,82.8,291.0
CA,California,Sky Valley CDP,80.4,2729.0
CA,California,Sleepy Hollow CDP,96.2,2489.0
CA,California,Smartsville CDP,100.0,82.0
CA,California,Smith Corner CDP,40.0,648.0
CA,California,Smith River CDP,84.8,767.0
CA,California,Snelling CDP,89.6,104.0
CA,California,Soda Bay CDP,89.8,1429.0
CA,California,Soda Springs CDP,100.0,59.0
CA,California,Solana Beach city,93.3,13253.0
CA,California,Soledad city,53.5,25826.0
CA,California,Solvang city,92.8,5456.0
CA,California,Sonoma city,92.9,10897.0
CA,California,Sonora city,86.5,4827.0
CA,California,Soquel CDP,93.8,10827.0
CA,California,Soulsbyville CDP,94.9,2071.0
CA,California,South Dos Palos CDP,62.3,2537.0
CA,California,South El Monte city,49.9,20483.0
CA,California,South Gate city,52.4,95350.0
CA,California,South Lake Tahoe city,84.6,21437.0
CA,California,South Monrovia Island CDP,66.1,6768.0
CA,California,South Oroville CDP,71.6,6124.0
CA,California,South Pasadena city,95.5,25999.0
CA,California,South San Francisco city,83.5,66217.0
CA,California,South San Gabriel CDP,73.8,8886.0
CA,California,South San Jose Hills CDP,56.8,21015.0
CA,California,South Taft CDP,74.1,1740.0
CA,California,South Whittier CDP,75.0,59358.0
CA,California,Spaulding CDP,89.0,196.0
CA,California,Spreckels CDP,89.3,761.0
CA,California,Spring Garden CDP,0.0,0.0
CA,California,Spring Valley CDP (Lake County),84.7,1099.0
CA,California,Spring Valley CDP (San Diego County),86.7,30392.0
CA,California,Spring Valley Lake CDP,95.3,7849.0
CA,California,Springville CDP,96.5,763.0
CA,California,Squaw Valley CDP,85.9,2796.0
CA,California,Squirrel Mountain Valley CDP,92.9,1120.0
CA,California,Stallion Springs CDP,96.6,3263.0
CA,California,Stanford CDP,98.6,14213.0
CA,California,Stanton city,68.0,38625.0
CA,California,Stevenson Ranch CDP,95.3,19408.0
CA,California,Stevinson CDP,68.7,290.0
CA,California,Stinson Beach CDP,100.0,462.0
CA,California,Stirling City CDP,92.7,176.0
CA,California,Stockton city,74.9,299722.0
CA,California,Stonyford CDP,77.8,260.0
CA,California,Storrie CDP,0.0,0.0
CA,California,Stratford CDP,56.3,1020.0
CA,California,Strathmore CDP,61.7,2920.0
CA,California,Strawberry CDP (Marin County),98.9,5901.0
CA,California,Strawberry CDP (Tuolumne County),98.8,246.0
CA,California,Sugarloaf Mountain Park CDP,0.0,0.0
CA,California,Sugarloaf Saw Mill CDP,0.0,0.0
CA,California,Sugarloaf Village CDP,85.7,7.0
CA,California,Suisun City city,87.5,28867.0
CA,California,Sultana CDP,28.8,916.0
CA,California,Summerland CDP,97.6,1505.0
CA,California,Sunnyside CDP,91.5,4203.0
CA,California,Sunnyside-Tahoe City CDP,97.1,1450.0
CA,California,Sunny Slopes CDP,100.0,52.0
CA,California,Sunnyvale city,91.4,148178.0
CA,California,Sunol CDP,92.0,985.0
CA,California,Sun Village CDP,65.3,11322.0
CA,California,Susanville city,70.5,16048.0
CA,California,Sutter CDP,91.3,3195.0
CA,California,Sutter Creek city,91.8,2083.0
CA,California,Swall Meadows CDP,100.0,243.0
CA,California,Taft city,72.3,9130.0
CA,California,Taft Heights CDP,80.1,2859.0
CA,California,Taft Mosswood CDP,47.4,1117.0
CA,California,Tahoe Vista CDP,89.5,1367.0
CA,California,Tahoma CDP,90.2,943.0
CA,California,Talmage CDP,71.5,1547.0
CA,California,Tamalpais-Homestead Valley CDP,98.3,10542.0
CA,California,Tara Hills CDP,83.3,4778.0
CA,California,Tarpey Village CDP,88.3,3460.0
CA,California,Taylorsville CDP,100.0,317.0
CA,California,Tecopa CDP,86.4,128.0
CA,California,Tehachapi city,75.6,13536.0
CA,California,Tehama city,84.6,410.0
CA,California,Temecula city,91.4,107153.0
CA,California,Temelec CDP,96.3,1543.0
CA,California,Temescal Valley CDP,91.4,24654.0
CA,California,Temple City city,86.2,36079.0
CA,California,Templeton CDP,94.2,7377.0
CA,California,Tennant CDP,66.2,100.0
CA,California,Terminous CDP,73.0,371.0
CA,California,Terra Bella CDP,35.0,2526.0
CA,California,Teviston CDP,38.6,1623.0
CA,California,Thermal CDP,41.0,3106.0
CA,California,Thermalito CDP,75.3,7119.0
CA,California,Thornton CDP,58.7,916.0
CA,California,Thousand Oaks city,92.4,128565.0
CA,California,Thousand Palms CDP,79.3,8222.0
CA,California,Three Rivers CDP,98.1,2185.0
CA,California,Three Rocks CDP,19.6,212.0
CA,California,Tiburon town,98.5,9158.0
CA,California,Timber Cove CDP,94.3,127.0
CA,California,Tipton CDP,34.7,2787.0
CA,California,Tobin CDP,100.0,10.0
CA,California,Tomales CDP,100.0,208.0
CA,California,Tonyville CDP,28.5,572.0
CA,California,Tooleville CDP,22.4,391.0
CA,California,Topanga CDP,97.5,8419.0
CA,California,Topaz CDP,53.8,202.0
CA,California,Toro Canyon CDP,94.7,1580.0
CA,California,Torrance city,93.5,147589.0
CA,California,Tracy city,83.4,85284.0
CA,California,Tranquillity CDP,56.4,691.0
CA,California,Traver CDP,35.6,711.0
CA,California,Tres Pinos CDP,91.4,472.0
CA,California,Trinidad city,96.1,219.0
CA,California,Trinity Center CDP,91.2,211.0
CA,California,Trinity Village CDP,95.5,221.0
CA,California,Trona CDP,0.0,0.0
CA,California,Trowbridge CDP,90.1,220.0
CA,California,Truckee town,92.5,16184.0
CA,California,Tulare city,71.7,61204.0
CA,California,Tulelake city,61.7,1000.0
CA,California,Tuolumne City CDP,93.7,1763.0
CA,California,Tupman CDP,59.3,206.0
CA,California,Turlock city,81.2,70596.0
CA,California,Tustin city,83.5,78787.0
CA,California,Tuttle CDP,0.0,0.0
CA,California,Tuttletown CDP,100.0,1068.0
CA,California,Twain CDP,100.0,31.0
CA,California,Twain Harte CDP,97.9,2297.0
CA,California,Twentynine Palms city,89.9,25769.0
CA,California,Twin Lakes CDP,89.3,5201.0
CA,California,Ukiah city,83.5,15936.0
CA,California,Union City city,87.8,72690.0
CA,California,University of California-Davis CDP,99.1,6865.0
CA,California,University of California-Merced CDP,0.0,0.0
CA,California,Upland city,89.1,75542.0
CA,California,Upper Lake CDP,74.8,712.0
CA,California,Vacaville city,88.4,94795.0
CA,California,Valinda CDP,66.2,24026.0
CA,California,Vallecito CDP,100.0,482.0
CA,California,Vallejo city,87.4,118995.0
CA,California,Valle Vista CDP,83.5,16127.0
CA,California,Valley Acres CDP,90.6,584.0
CA,California,Valley Center CDP,82.4,10261.0
CA,California,Valley Ford CDP,67.7,155.0
CA,California,Valley Home CDP,69.5,290.0
CA,California,Valley Ranch CDP,100.0,44.0
CA,California,Valley Springs CDP,93.1,3321.0
CA,California,Valley Wells CDP,0.0,0.0
CA,California,Val Verde CDP,77.0,2697.0
CA,California,Vandenberg AFB CDP,97.3,3317.0
CA,California,Vandenberg Village CDP,94.4,6763.0
CA,California,Verdi CDP,84.1,107.0
CA,California,Vernon city,72.7,41.0
CA,California,Victor CDP,23.4,592.0
CA,California,Victorville city,78.3,120703.0
CA,California,View Park-Windsor Hills CDP,95.5,11648.0
CA,California,Villa Park city,96.8,5947.0
CA,California,Vina CDP,82.2,181.0
CA,California,Vincent CDP,72.1,17006.0
CA,California,Vine Hill CDP,74.2,4144.0
CA,California,Vineyard CDP,88.0,26452.0
CA,California,Visalia city,82.7,127842.0
CA,California,Vista city,76.9,97564.0
CA,California,Vista Santa Rosa CDP,56.5,3173.0
CA,California,Volcano CDP,100.0,20.0
CA,California,Volta CDP,82.9,172.0
CA,California,Walker CDP,81.0,832.0
CA,California,Wallace CDP,89.8,877.0
CA,California,Walnut city,93.0,29970.0
CA,California,Walnut Creek city,97.3,66799.0
CA,California,Walnut Grove CDP,87.4,1253.0
CA,California,Walnut Park CDP,46.4,16054.0
CA,California,Warm Springs CDP,73.9,3190.0
CA,California,Warner Valley CDP,100.0,4.0
CA,California,Wasco city,51.1,25973.0
CA,California,Washington CDP,25.0,24.0
CA,California,Waterford city,61.2,8649.0
CA,California,Waterloo CDP,96.9,524.0
CA,California,Watsonville city,56.3,52543.0
CA,California,Waukena CDP,87.5,191.0
CA,California,Wawona CDP,100.0,323.0
CA,California,Weaverville CDP,91.9,3151.0
CA,California,Weed city,88.1,2823.0
CA,California,Weedpatch CDP,31.9,2328.0
CA,California,Weldon CDP,80.2,2752.0
CA,California,Weott CDP,100.0,237.0
CA,California,West Athens CDP,73.9,8320.0
CA,California,West Bishop CDP,95.2,2873.0
CA,California,West Carson CDP,84.8,21437.0
CA,California,West Covina city,83.1,107837.0
CA,California,West Goshen CDP,49.1,675.0
CA,California,Westhaven-Moonstone CDP,95.8,1031.0
CA,California,West Hollywood city,95.4,35332.0
CA,California,Westlake Village city,98.1,8471.0
CA,California,Westley CDP,33.7,759.0
CA,California,West Menlo Park CDP,98.5,3799.0
CA,California,Westminster city,76.4,91719.0
CA,California,West Modesto CDP,53.6,6041.0
CA,California,Westmont CDP,69.6,32566.0
CA,California,Westmorland city,55.9,1750.0
CA,California,West Park CDP,63.3,717.0
CA,California,West Point CDP,89.5,628.0
CA,California,West Puente Valley CDP,63.6,24077.0
CA,California,West Rancho Dominguez CDP,71.0,22605.0
CA,California,West Sacramento city,82.7,50747.0
CA,California,Westside CDP,37.7,279.0
CA,California,West Whittier-Los Nietos CDP,71.4,27114.0
CA,California,Westwood CDP,95.1,1595.0
CA,California,Wheatland city,84.3,3543.0
CA,California,Whitehawk CDP,77.3,44.0
CA,California,Whitewater CDP,81.7,611.0
CA,California,Whitley Gardens CDP,90.7,280.0
CA,California,Whittier city,83.3,86688.0
CA,California,Wildomar city,84.1,34220.0
CA,California,Wilkerson CDP,96.7,557.0
CA,California,Williams city,55.0,5159.0
CA,California,Willits city,84.3,4853.0
CA,California,Willowbrook CDP,49.4,20685.0
CA,California,Willow Creek CDP,95.2,1553.0
CA,California,Willows city,77.9,6111.0
CA,California,Wilsonia CDP,0.0,0.0
CA,California,Wilton CDP,94.0,5030.0
CA,California,Winchester CDP,73.6,2824.0
CA,California,Windsor town,86.8,27205.0
CA,California,Winter Gardens CDP,89.9,20703.0
CA,California,Winterhaven CDP,36.8,171.0
CA,California,Winters city,78.3,6927.0
CA,California,Winton CDP,51.8,11669.0
CA,California,Wofford Heights CDP,88.6,1684.0
CA,California,Woodacre CDP,95.7,1623.0
CA,California,Woodbridge CDP,86.7,3705.0
CA,California,Woodcrest CDP,86.7,16049.0
CA,California,Woodlake city,53.6,7525.0
CA,California,Woodland city,79.5,56997.0
CA,California,Woodlands CDP,100.0,632.0
CA,California,Woodside town,97.2,5479.0
CA,California,Woodville CDP,27.2,1798.0
CA,California,Wrightwood CDP,97.0,4442.0
CA,California,Yankee Hill CDP,82.0,270.0
CA,California,Yettem CDP,20.1,300.0
CA,California,Yolo CDP,84.5,577.0
CA,California,Yorba Linda city,95.5,67033.0
CA,California,Yosemite Lakes CDP,93.6,4990.0
CA,California,Yosemite Valley CDP,90.9,1067.0
CA,California,Yountville city,90.6,2985.0
CA,California,Yreka city,84.4,7635.0
CA,California,Yuba City city,78.3,66038.0
CA,California,Yucaipa city,86.4,52739.0
CA,California,Yucca Valley town,85.5,21258.0
CA,California,Zayante CDP,96.4,881.0
CO,Colorado,Acres Green CDP,98.1,2921.0
CO,Colorado,Aetna Estates CDP,77.7,1165.0
CO,Colorado,Aguilar town,69.8,660.0
CO,Colorado,Air Force Academy CDP,97.9,5864.0
CO,Colorado,Akron town,87.9,1903.0
CO,Colorado,Alamosa city,83.8,9592.0
CO,Colorado,Alamosa East CDP,85.0,1576.0
CO,Colorado,Allenspark CDP,100.0,673.0
CO,Colorado,Alma town,98.6,302.0
CO,Colorado,Alpine CDP,100.0,146.0
CO,Colorado,Altona CDP,100.0,550.0
CO,Colorado,Amherst CDP,100.0,56.0
CO,Colorado,Antonito town,89.1,757.0
CO,Colorado,Applewood CDP,96.8,7623.0
CO,Colorado,Arboles CDP,92.4,246.0
CO,Colorado,Aristocrat Ranchettes CDP,71.6,1275.0
CO,Colorado,Arriba town,90.8,188.0
CO,Colorado,Arvada city,94.2,111658.0
CO,Colorado,Aspen city,96.7,6740.0
CO,Colorado,Aspen Park CDP,95.8,748.0
CO,Colorado,Atwood CDP,96.8,228.0
CO,Colorado,Ault town,86.1,1750.0
CO,Colorado,Aurora city,86.5,345867.0
CO,Colorado,Avon town,91.0,6414.0
CO,Colorado,Avondale CDP,86.7,803.0
CO,Colorado,Bark Ranch CDP,100.0,222.0
CO,Colorado,Basalt town,93.3,3791.0
CO,Colorado,Battlement Mesa CDP,84.4,4689.0
CO,Colorado,Bayfield town,91.5,2478.0
CO,Colorado,Bennett town,93.9,1915.0
CO,Colorado,Berkley CDP,70.3,11599.0
CO,Colorado,Berthoud town,97.0,5497.0
CO,Colorado,Bethune town,75.9,297.0
CO,Colorado,Beulah Valley CDP,91.5,768.0
CO,Colorado,Black Forest CDP,98.0,12918.0
CO,Colorado,Black Hawk city,96.6,155.0
CO,Colorado,Blanca town,65.5,478.0
CO,Colorado,Blende CDP,83.3,727.0
CO,Colorado,Blue River town,100.0,784.0
CO,Colorado,Blue Sky CDP,0.0,0.0
CO,Colorado,Bonanza town,100.0,8.0
CO,Colorado,Bonanza Mountain Estates CDP,85.4,96.0
CO,Colorado,Boone town,83.9,346.0
CO,Colorado,Boulder city,96.3,103919.0
CO,Colorado,Bow Mar town,99.6,1045.0
CO,Colorado,Brandon CDP,55.6,18.0
CO,Colorado,Branson town,97.1,41.0
CO,Colorado,Breckenridge town,99.0,4682.0
CO,Colorado,Brick Center CDP,100.0,34.0
CO,Colorado,Brighton city,82.5,35582.0
CO,Colorado,Brookside town,92.8,247.0
CO,Colorado,Broomfield city,95.7,60699.0
CO,Colorado,Brush city,81.8,5488.0
CO,Colorado,Buena Vista town,96.3,2705.0
CO,Colorado,Burlington city,81.7,3931.0
CO,Colorado,Byers CDP,90.5,1357.0
CO,Colorado,Calhan town,93.2,832.0
CO,Colorado,Campo town,87.8,41.0
CO,Colorado,Ca_on City city,88.4,
CO,Colorado,Capulin CDP,78.0,115.0
CO,Colorado,Carbondale town,80.3,6516.0
CO,Colorado,Cascade-Chipita Park CDP,98.3,1561.0
CO,Colorado,Castle Pines city,98.6,10399.0
CO,Colorado,Castle Pines Village CDP,97.7,4504.0
CO,Colorado,Castle Rock town,96.2,52143.0
CO,Colorado,Cathedral CDP,100.0,17.0
CO,Colorado,Catherine CDP,85.9,288.0
CO,Colorado,Cattle Creek CDP,79.1,731.0
CO,Colorado,Cedaredge town,90.5,2272.0
CO,Colorado,Centennial city,97.6,106604.0
CO,Colorado,Center town,41.1,2105.0
CO,Colorado,Central City city,93.2,771.0
CO,Colorado,Chacra CDP,97.6,544.0
CO,Colorado,Cheraw town,93.6,175.0
CO,Colorado,Cherry Creek CDP,96.3,12087.0
CO,Colorado,Cherry Hills Village city,99.4,6329.0
CO,Colorado,Cheyenne Wells town,85.6,909.0
CO,Colorado,Cimarron Hills CDP,92.8,16746.0
CO,Colorado,City of Creede town,93.8,189.0
CO,Colorado,Clifton CDP,82.1,20079.0
CO,Colorado,Coal Creek CDP,99.2,1894.0
CO,Colorado,Coal Creek CDP,99.2,335.0
CO,Colorado,Coal Creek town,78.7,1894.0
CO,Colorado,Coal Creek town,78.7,335.0
CO,Colorado,Coaldale CDP,100.0,364.0
CO,Colorado,Cokedale town,100.0,140.0
CO,Colorado,Collbran town,90.4,646.0
CO,Colorado,Colona CDP,0.0,0.0
CO,Colorado,Colorado City CDP,100.0,2249.0
CO,Colorado,Colorado Springs city,93.1,442040.0
CO,Colorado,Columbine CDP,96.6,24709.0
CO,Colorado,Columbine Valley town,97.9,1164.0
CO,Colorado,Comanche Creek CDP,100.0,375.0
CO,Colorado,Commerce City city,80.1,50346.0
CO,Colorado,Conejos CDP,91.1,76.0
CO,Colorado,Copper Mountain CDP,100.0,268.0
CO,Colorado,Cortez city,87.4,8571.0
CO,Colorado,Cotopaxi CDP,100.0,7.0
CO,Colorado,Craig city,90.7,8983.0
CO,Colorado,Crawford town,90.0,287.0
CO,Colorado,Crested Butte town,98.3,1445.0
CO,Colorado,Crestone town,97.6,107.0
CO,Colorado,Cripple Creek city,79.4,1341.0
CO,Colorado,Crisman CDP,100.0,351.0
CO,Colorado,Crook town,83.0,143.0
CO,Colorado,Crowley town,84.3,284.0
CO,Colorado,Dacono city,83.0,4461.0
CO,Colorado,Dakota Ridge CDP,96.4,33580.0
CO,Colorado,De Beque town,79.4,369.0
CO,Colorado,Deer Trail town,96.4,573.0
CO,Colorado,Del Norte town,79.0,1984.0
CO,Colorado,Delta city,85.7,8779.0
CO,Colorado,Denver city,86.1,649654.0
CO,Colorado,Derby CDP,58.5,8565.0
CO,Colorado,Dillon town,98.4,865.0
CO,Colorado,Dinosaur town,78.3,313.0
CO,Colorado,Divide CDP,100.0,124.0
CO,Colorado,Dolores town,90.1,1048.0
CO,Colorado,Dotsero CDP,46.0,863.0
CO,Colorado,Dove Creek town,87.1,707.0
CO,Colorado,Dove Valley CDP,93.8,5600.0
CO,Colorado,Downieville-Lawson-Dumont CDP,89.8,474.0
CO,Colorado,Durango city,95.9,17486.0
CO,Colorado,Eads town,92.4,612.0
CO,Colorado,Eagle town,93.0,6553.0
CO,Colorado,East Pleasant View CDP,85.8,425.0
CO,Colorado,Eaton town,91.4,4662.0
CO,Colorado,Eckley town,86.2,342.0
CO,Colorado,Edgewater city,83.2,5237.0
CO,Colorado,Edwards CDP,86.6,9792.0
CO,Colorado,Elbert CDP,89.9,187.0
CO,Colorado,Eldora CDP,100.0,119.0
CO,Colorado,Eldorado Springs CDP,100.0,782.0
CO,Colorado,Elizabeth town,92.4,1236.0
CO,Colorado,El Jebel CDP,84.1,3526.0
CO,Colorado,Ellicott CDP,82.1,703.0
CO,Colorado,El Moro CDP,100.0,325.0
CO,Colorado,Empire town,93.3,312.0
CO,Colorado,Englewood city,88.1,31877.0
CO,Colorado,Erie town,96.7,19948.0
CO,Colorado,Estes Park town,97.6,6103.0
CO,Colorado,Evans city,76.3,20308.0
CO,Colorado,Evergreen CDP,96.9,8688.0
CO,Colorado,Fairmount CDP,94.7,8222.0
CO,Colorado,Fairplay town,91.3,817.0
CO,Colorado,Federal Heights city,72.9,12037.0
CO,Colorado,Firestone town,96.7,11255.0
CO,Colorado,Flagler town,92.4,596.0
CO,Colorado,Fleming town,97.7,608.0
CO,Colorado,Florence city,90.1,3884.0
CO,Colorado,Florissant CDP,79.4,77.0
CO,Colorado,Floyd Hill CDP,100.0,1153.0
CO,Colorado,Fort Carson CDP,97.2,14742.0
CO,Colorado,Fort Collins city,96.0,153292.0
CO,Colorado,Fort Garland CDP,75.5,470.0
CO,Colorado,Fort Lupton city,75.1,7669.0
CO,Colorado,Fort Morgan city,73.8,11377.0
CO,Colorado,Fountain city,95.5,27062.0
CO,Colorado,Fowler town,88.6,1144.0
CO,Colorado,Foxfield town,97.9,683.0
CO,Colorado,Franktown CDP,100.0,203.0
CO,Colorado,Fraser town,91.0,1102.0
CO,Colorado,Frederick town,95.7,10186.0
CO,Colorado,Frisco town,97.8,2855.0
CO,Colorado,Fruita city,90.3,12750.0
CO,Colorado,Fruitvale CDP,88.2,7458.0
CO,Colorado,Fulford CDP,0.0,0.0
CO,Colorado,Garden City town,71.4,277.0
CO,Colorado,Garfield CDP,100.0,8.0
CO,Colorado,Genesee CDP,99.1,3703.0
CO,Colorado,Genoa town,76.2,85.0
CO,Colorado,Georgetown town,96.4,1031.0
CO,Colorado,Gerrard CDP,92.6,122.0
CO,Colorado,Gilcrest town,75.8,917.0
CO,Colorado,Glendale city,89.7,4744.0
CO,Colorado,Glendale city,89.7,112.0
CO,Colorado,Glendale CDP,100.0,4744.0
CO,Colorado,Glendale CDP,100.0,112.0
CO,Colorado,Gleneagle CDP,97.6,6470.0
CO,Colorado,Glenwood Springs city,85.2,9756.0
CO,Colorado,Golden city,93.9,19780.0
CO,Colorado,Goldfield CDP,100.0,41.0
CO,Colorado,Gold Hill CDP,100.0,189.0
CO,Colorado,Granada town,56.8,507.0
CO,Colorado,Granby town,92.9,1864.0
CO,Colorado,Grand Junction city,91.3,59945.0
CO,Colorado,Grand Lake town,96.5,329.0
CO,Colorado,Grand View Estates CDP,99.3,689.0
CO,Colorado,Greeley city,83.6,97074.0
CO,Colorado,Green Mountain Falls town,98.3,671.0
CO,Colorado,Greenwood Village city,97.8,14920.0
CO,Colorado,Grover town,91.5,83.0
CO,Colorado,Guffey CDP,100.0,81.0
CO,Colorado,Gunbarrel CDP,99.5,9184.0
CO,Colorado,Gunnison city,90.3,5955.0
CO,Colorado,Gypsum town,79.0,6685.0
CO,Colorado,Hartman town,83.7,62.0
CO,Colorado,Hasty CDP,92.5,96.0
CO,Colorado,Haswell town,84.7,74.0
CO,Colorado,Haxtun town,90.7,1005.0
CO,Colorado,Hayden town,91.7,1819.0
CO,Colorado,Heeney CDP,82.9,251.0
CO,Colorado,Hidden Lake CDP,0.0,0.0
CO,Colorado,Highlands Ranch CDP,98.4,104432.0
CO,Colorado,Hillrose town,84.6,280.0
CO,Colorado,Hoehne CDP,82.8,128.0
CO,Colorado,Holly town,73.9,882.0
CO,Colorado,Holly Hills CDP,97.4,2560.0
CO,Colorado,Holyoke city,84.6,2185.0
CO,Colorado,Hooper town,90.9,55.0
CO,Colorado,Hotchkiss town,93.6,932.0
CO,Colorado,Hot Sulphur Springs town,93.6,772.0
CO,Colorado,Howard CDP,95.4,794.0
CO,Colorado,Hudson town,77.8,2138.0
CO,Colorado,Hugo town,79.1,670.0
CO,Colorado,Idaho Springs city,93.7,1996.0
CO,Colorado,Idalia CDP,100.0,45.0
CO,Colorado,Idledale CDP,88.0,282.0
CO,Colorado,Ignacio town,87.9,887.0
CO,Colorado,Iliff town,96.5,212.0
CO,Colorado,Indian Hills CDP,97.2,1380.0
CO,Colorado,Inverness CDP,100.0,1109.0
CO,Colorado,Jackson Lake CDP,64.5,178.0
CO,Colorado,Jamestown town,97.4,256.0
CO,Colorado,Jansen CDP,96.2,131.0
CO,Colorado,Joes CDP,94.1,45.0
CO,Colorado,Johnson Village CDP,100.0,224.0
CO,Colorado,Johnstown town,94.7,12818.0
CO,Colorado,Julesburg town,93.2,1218.0
CO,Colorado,Keenesburg town,89.1,1319.0
CO,Colorado,Ken Caryl CDP,96.7,33021.0
CO,Colorado,Kersey town,76.0,1585.0
CO,Colorado,Keystone CDP,85.1,1067.0
CO,Colorado,Kim town,87.2,61.0
CO,Colorado,Kiowa town,92.1,859.0
CO,Colorado,Kirk CDP,70.7,102.0
CO,Colorado,Kit Carson town,97.4,263.0
CO,Colorado,Kittredge CDP,98.4,1324.0
CO,Colorado,Kremmling town,85.3,2090.0
CO,Colorado,Lafayette city,94.9,26430.0
CO,Colorado,Laird CDP,80.0,30.0
CO,Colorado,La Jara town,81.5,713.0
CO,Colorado,La Junta city,85.0,7018.0
CO,Colorado,La Junta Gardens CDP,100.0,25.0
CO,Colorado,Lake City town,96.3,354.0
CO,Colorado,Lakeside town,100.0,5.0
CO,Colorado,Lakewood city,91.5,147836.0
CO,Colorado,Lamar city,82.2,7744.0
CO,Colorado,Laporte CDP,90.3,2497.0
CO,Colorado,Larkspur town,87.8,248.0
CO,Colorado,La Salle town,82.1,2571.0
CO,Colorado,Las Animas city,79.9,1813.0
CO,Colorado,La Veta town,94.1,729.0
CO,Colorado,Lazy Acres CDP,100.0,977.0
CO,Colorado,Leadville city,96.8,2595.0
CO,Colorado,Leadville North CDP,91.2,1815.0
CO,Colorado,Lewis CDP,86.0,391.0
CO,Colorado,Leyner CDP,100.0,30.0
CO,Colorado,Limon town,91.7,1425.0
CO,Colorado,Lincoln Park CDP,87.6,3222.0
CO,Colorado,Littleton city,95.1,44553.0
CO,Colorado,Lochbuie town,72.1,5222.0
CO,Colorado,Loghill Village CDP,98.8,452.0
CO,Colorado,Log Lane Village town,70.4,1003.0
CO,Colorado,Loma CDP,84.6,1254.0
CO,Colorado,Lone Tree city,97.9,12462.0
CO,Colorado,Longmont city,87.3,89814.0
CO,Colorado,Louisville city,98.2,19548.0
CO,Colorado,Louviers CDP,87.7,152.0
CO,Colorado,Loveland city,94.1,71755.0
CO,Colorado,Lynn CDP,100.0,6.0
CO,Colorado,Lyons town,97.6,2056.0
CO,Colorado,McCoy CDP,100.0,27.0
CO,Colorado,Manassa town,88.1,1060.0
CO,Colorado,Mancos town,89.9,1727.0
CO,Colorado,Manitou Springs city,95.6,5211.0
CO,Colorado,Manzanola town,70.7,445.0
CO,Colorado,Marble town,94.2,150.0
CO,Colorado,Maybell CDP,100.0,56.0
CO,Colorado,Maysville CDP,100.0,95.0
CO,Colorado,Mead town,93.0,3967.0
CO,Colorado,Meeker town,87.3,2770.0
CO,Colorado,Meridian CDP,97.1,3107.0
CO,Colorado,Merino town,90.9,245.0
CO,Colorado,Midland CDP,100.0,163.0
CO,Colorado,Milliken town,83.0,5975.0
CO,Colorado,Minturn town,84.5,1050.0
CO,Colorado,Moffat town,97.3,131.0
CO,Colorado,Monte Vista city,78.1,4366.0
CO,Colorado,Montezuma town,100.0,57.0
CO,Colorado,Montrose city,88.4,18970.0
CO,Colorado,Monument town,95.2,6252.0
CO,Colorado,Morgan Heights CDP,100.0,386.0
CO,Colorado,Morrison town,91.6,394.0
CO,Colorado,Mountain Meadows CDP,100.0,192.0
CO,Colorado,Mountain View town,82.2,607.0
CO,Colorado,Mountain Village town,97.8,1405.0
CO,Colorado,Mount Crested Butte town,98.2,859.0
